"timeseriesid","timestamp1","stockprice"
4,4.53634,344.952
4,4.5614,345.071
4,4.58647,345.187
4,4.61153,345.301
4,4.63659,345.411
4,4.66165,345.519
4,4.68672,345.624
4,4.71178,345.727
4,4.73684,345.827
4,4.7619,345.924
4,4.78697,346.019
4,4.81203,346.112
4,4.83709,346.202
4,4.86216,346.291
4,4.88722,346.377
4,4.91228,346.46
4,4.93734,346.542
4,4.96241,346.622
4,4.98747,346.7
4,5.01253,346.776
4,5.03759,346.85
4,5.06266,346.922
4,5.08772,346.992
4,5.11278,347.061
4,5.13784,347.128
4,5.16291,347.193
4,5.18797,347.257
4,5.21303,347.319
4,5.2381,347.38
4,5.26316,347.439
4,5.28822,347.496
4,5.31328,347.553
4,5.33835,347.607
4,5.36341,347.661
4,5.38847,347.713
4,5.41353,347.764
4,5.4386,347.813
4,5.46366,347.862
4,5.48872,347.909
4,5.51378,347.955
4,5.53885,348.0
4,5.56391,348.043
4,5.58897,348.086
4,5.61404,348.127
4,5.6391,348.168
4,5.66416,348.208
4,5.68922,348.246
4,5.71429,348.284
4,5.73935,348.321
4,5.76441,348.356
4,5.78947,348.391
4,5.81454,348.425
4,5.8396,348.458
4,5.86466,348.491
4,5.88972,348.522
4,5.91479,348.553
4,5.93985,348.583
4,5.96491,348.612
4,5.98997,348.641
4,6.01504,348.669
4,6.0401,348.696
4,6.06516,348.723
4,6.09023,348.748
4,6.11529,348.774
4,6.14035,348.798
4,6.16541,348.822
4,6.19048,348.845
4,6.21554,348.868
4,6.2406,348.89
4,6.26566,348.912
4,6.29073,348.933
4,6.31579,348.954
4,6.34085,348.974
4,6.36591,348.994
4,6.39098,349.013
4,6.41604,349.031
4,6.4411,349.05
4,6.46617,349.067
4,6.49123,349.085
4,6.51629,349.101
4,6.54135,349.118
4,6.56642,349.134
4,6.59148,349.15
4,6.61654,349.165
4,6.6416,349.18
4,6.66667,349.194
4,6.69173,349.208
4,6.71679,349.222
4,6.74185,349.236
4,6.76692,349.249
4,6.79198,349.262
4,6.81704,349.274
4,6.84211,349.286
4,6.86717,349.298
4,6.89223,349.31
4,6.91729,349.321
4,6.94236,349.332
4,6.96742,349.343
4,6.99248,349.353
4,7.01754,349.364
4,7.04261,349.373
4,7.06767,349.383
4,7.09273,349.393
4,7.11779,349.402
4,7.14286,349.411
4,7.16792,349.42
4,7.19298,349.428
4,7.21805,349.437
4,7.24311,349.445
4,7.26817,349.453
4,7.29323,349.461
4,7.3183,349.468
4,7.34336,349.476
4,7.36842,349.483
4,7.39348,349.49
4,7.41855,349.497
4,7.44361,349.503
4,7.46867,349.51
4,7.49373,349.516
4,7.5188,349.522
4,7.54386,349.528
4,7.56892,349.534
4,7.59398,349.54
4,7.61905,349.546
4,7.64411,349.551
4,7.66917,349.556
4,7.69424,349.562
4,7.7193,349.567
4,7.74436,349.572
4,7.76942,349.576
4,7.79449,349.581
4,7.81955,349.586
4,7.84461,349.59
4,7.86967,349.594
4,7.89474,349.599
4,7.9198,349.603
4,7.94486,349.607
4,7.96992,349.611
4,7.99499,349.615
4,8.02005,349.618
4,8.04511,349.622
4,8.07018,349.626
4,8.09524,349.629
4,8.1203,349.633
4,8.14536,349.636
4,8.17043,349.639
4,8.19549,349.642
4,8.22055,349.645
4,8.24561,349.648
4,8.27068,349.651
4,8.29574,349.654
4,8.3208,349.657
4,8.34586,349.66
4,8.37093,349.662
4,8.39599,349.665
4,8.42105,349.667
4,8.44612,349.67
4,8.47118,349.672
4,8.49624,349.674
4,8.5213,349.677
4,8.54637,349.679
4,8.57143,349.681
4,8.59649,349.683
4,8.62155,349.685
4,8.64662,349.687
4,8.67168,349.689
4,8.69674,349.691
4,8.7218,349.693
4,8.74687,349.695
4,8.77193,349.697
4,8.79699,349.698
4,8.82206,349.7
4,8.84712,349.702
4,8.87218,349.703
4,8.89724,349.705
4,8.92231,349.706
4,8.94737,349.708
4,8.97243,349.709
4,8.99749,349.711
4,9.02256,349.712
4,9.04762,349.713
4,9.07268,349.715
4,9.09774,349.716
4,9.12281,349.717
4,9.14787,349.718
4,9.17293,349.72
4,9.19799,349.721
4,9.22306,349.722
4,9.24812,349.723
4,9.27318,349.724
4,9.29825,349.725
4,9.32331,349.726
4,9.34837,349.727
4,9.37343,349.728
4,9.3985,349.729
4,9.42356,349.73
4,9.44862,349.731
4,9.47368,349.732
4,9.49875,349.733
4,9.52381,349.733
4,9.54887,349.734
4,9.57393,349.735
4,9.599,349.736
4,9.62406,349.737
4,9.64912,349.737
4,9.67419,349.738
4,9.69925,349.739
4,9.72431,349.739
4,9.74937,349.74
4,9.77444,349.741
4,9.7995,349.741
4,9.82456,349.742
4,9.84962,349.743
4,9.87469,349.743
4,9.89975,349.744
4,9.92481,349.744
4,9.94987,349.745
4,9.97494,349.745
4,10.0,349.746
3,0.0,0.0
3,0.0250627,0.0
3,0.0501253,0.0
3,0.075188,0.0
3,0.100251,0.0
3,0.125313,0.0
3,0.150376,0.0
3,0.175439,0.0
3,0.200501,0.0
3,0.225564,0.0
3,0.250627,0.0
3,0.275689,0.0
3,0.300752,0.0
3,0.325815,0.0
3,0.350877,0.0
3,0.37594,0.0
3,0.401003,0.0
3,0.426065,0.0
3,0.451128,0.0
3,0.47619,0.0
3,0.501253,0.0
3,0.526316,0.0
3,0.551378,0.0
3,0.576441,0.0
3,0.601504,0.0
3,0.626566,0.0
3,0.651629,0.0
3,0.676692,0.0
3,0.701754,0.0
3,0.726817,0.0
3,0.75188,0.0
3,0.776942,0.0
3,0.802005,0.0
3,0.827068,0.0
3,0.85213,0.0
3,0.877193,0.0
3,0.902256,0.0
3,0.927318,0.0
3,0.952381,0.0
3,0.977444,0.0
3,1.00251,0.0
3,1.02757,0.0
3,1.05263,0.0
3,1.07769,0.0
3,1.10276,0.0
3,1.12782,0.0
3,1.15288,0.0
3,1.17794,0.0
3,1.20301,0.0
3,1.22807,0.0
3,1.25313,0.0
3,1.2782,0.0
3,1.30326,0.0
3,1.32832,0.0
3,1.35338,0.0
3,1.37845,0.0
3,1.40351,0.0
3,1.42857,0.0
3,1.45363,0.0
3,1.4787,0.0
3,1.50376,0.0
3,1.52882,0.0
3,1.55388,0.0
3,1.57895,0.0
3,1.60401,0.0
3,1.62907,0.0
3,1.65414,0.0
3,1.6792,0.0
3,1.70426,0.0
3,1.72932,0.0
3,1.75439,0.0
3,1.77945,0.0
3,1.80451,0.0
3,1.82957,0.0
3,1.85464,0.0
3,1.8797,0.0
3,1.90476,0.0
3,1.92982,0.0
3,1.95489,0.0
3,1.97995,0.0
3,2.00501,0.0
3,2.03008,0.0
3,2.05514,0.0
3,2.0802,0.0
3,2.10526,0.0
3,2.13033,0.0
3,2.15539,0.0
3,2.18045,0.0
3,2.20551,0.0
3,2.23058,0.0
3,2.25564,0.0
3,2.2807,0.0
3,2.30576,0.0
3,2.33083,0.0
3,2.35589,0.0
3,2.38095,0.0
3,2.40602,0.0
3,2.43108,0.0
3,2.45614,0.0
3,2.4812,0.0
3,2.50627,0.430189
3,2.53133,4.54319
3,2.55639,8.60787
3,2.58145,12.6248
3,2.60652,16.5945
3,2.63158,20.5176
3,2.65664,24.3946
3,2.6817,28.226
3,2.70677,32.0125
3,2.73183,35.7544
3,2.75689,39.4524
3,2.78195,43.1069
3,2.80702,46.7185
3,2.83208,50.2877
3,2.85714,53.8149
3,2.88221,57.3007
3,2.90727,60.7455
3,2.93233,64.1499
3,2.95739,67.5142
3,2.98246,70.839
3,3.00752,74.1248
3,3.03258,77.372
3,3.05764,80.581
3,3.08271,83.7523
3,3.10777,86.8863
3,3.13283,89.9836
3,3.15789,93.0444
3,3.18296,96.0693
3,3.20802,99.0586
3,3.23308,102.013
3,3.25815,104.932
3,3.28321,107.818
3,3.30827,110.669
3,3.33333,113.487
3,3.3584,116.271
3,3.38346,119.023
3,3.40852,121.743
3,3.43358,124.431
3,3.45865,127.087
3,3.48371,129.712
3,3.50877,132.306
3,3.53383,134.869
3,3.5589,137.403
3,3.58396,139.907
3,3.60902,142.381
3,3.63409,144.826
3,3.65915,147.243
3,3.68421,149.631
3,3.70927,151.991
3,3.73434,154.323
3,3.7594,156.628
3,3.78446,158.906
3,3.80952,161.157
3,3.83459,163.381
3,3.85965,165.58
3,3.88471,167.753
3,3.90977,169.9
3,3.93484,172.022
3,3.9599,174.119
3,3.98496,176.191
3,4.01003,178.239
3,4.03509,180.263
3,4.06015,182.263
3,4.08521,184.24
3,4.11028,186.193
3,4.13534,188.124
3,4.1604,190.031
3,4.18546,191.917
3,4.21053,193.78
3,4.23559,195.621
3,4.26065,197.441
3,4.28571,199.239
3,4.31078,201.016
3,4.33584,202.773
3,4.3609,204.508
3,4.38596,206.224
3,4.41103,207.919
3,4.43609,209.594
3,4.46115,211.25
3,4.48622,212.886
3,4.51128,214.503
3,4.53634,216.1
3,4.5614,217.679
3,4.58647,219.24
3,4.61153,220.782
3,4.63659,222.306
3,4.66165,223.812
3,4.68672,225.301
3,4.71178,226.772
3,4.73684,228.226
3,4.7619,229.662
3,4.78697,231.082
3,4.81203,232.485
3,4.83709,233.872
3,4.86216,235.242
3,4.88722,236.596
3,4.91228,237.934
3,4.93734,239.257
3,4.96241,240.564
3,4.98747,241.856
3,5.01253,243.132
3,5.03759,244.394
3,5.06266,245.64
3,5.08772,246.872
3,5.11278,248.09
3,5.13784,249.293
3,5.16291,250.482
3,5.18797,251.657
3,5.21303,252.819
3,5.2381,253.966
3,5.26316,255.101
3,5.28822,256.222
3,5.31328,257.329
3,5.33835,258.424
3,5.36341,259.506
3,5.38847,260.575
3,5.41353,261.631
3,5.4386,262.676
3,5.46366,263.707
3,5.48872,264.727
3,5.51378,265.735
3,5.53885,266.731
3,5.56391,267.715
3,5.58897,268.688
3,5.61404,269.649
3,5.6391,270.599
3,5.66416,271.538
3,5.68922,272.466
3,5.71429,273.382
3,5.73935,274.288
3,5.76441,275.184
3,5.78947,276.069
3,5.81454,276.943
3,5.8396,277.808
3,5.86466,278.662
3,5.88972,279.506
3,5.91479,280.34
3,5.93985,281.164
3,5.96491,281.979
3,5.98997,282.784
3,6.01504,283.58
3,6.0401,284.366
3,6.06516,285.143
3,6.09023,285.911
3,6.11529,286.67
3,6.14035,287.42
3,6.16541,288.161
3,6.19048,288.893
3,6.21554,289.617
3,6.2406,290.332
3,6.26566,291.039
3,6.29073,291.738
3,6.31579,292.428
3,6.34085,293.111
3,6.36591,293.785
3,6.39098,294.451
3,6.41604,295.11
3,6.4411,295.761
3,6.46617,296.404
3,6.49123,297.039
3,6.51629,297.668
3,6.54135,298.288
3,6.56642,298.902
3,6.59148,299.508
3,6.61654,300.107
3,6.6416,300.699
3,6.66667,301.284
3,6.69173,301.863
3,6.71679,302.434
3,6.74185,302.999
3,6.76692,303.557
3,6.79198,304.109
3,6.81704,304.654
3,6.84211,305.192
3,6.86717,305.725
3,6.89223,306.251
3,6.91729,306.771
3,6.94236,307.284
3,6.96742,307.792
3,6.99248,308.294
3,7.01754,308.79
3,7.04261,309.28
3,7.06767,309.764
3,7.09273,310.243
3,7.11779,310.716
3,7.14286,311.183
3,7.16792,311.645
3,7.19298,312.102
3,7.21805,312.553
3,7.24311,312.999
3,7.26817,313.44
3,7.29323,313.875
3,7.3183,314.305
3,7.34336,314.731
3,7.36842,315.151
3,7.39348,315.566
3,7.41855,315.977
3,7.44361,316.382
3,7.46867,316.783
3,7.49373,317.179
3,7.5188,317.571
3,7.54386,317.958
3,7.56892,318.34
3,7.59398,318.718
3,7.61905,319.092
3,7.64411,319.461
3,7.66917,319.825
3,7.69424,320.186
3,7.7193,320.542
3,7.74436,320.894
3,7.76942,321.242
3,7.79449,321.586
3,7.81955,321.925
3,7.84461,322.261
3,7.86967,322.593
3,7.89474,322.921
3,7.9198,323.245
3,7.94486,323.565
3,7.96992,323.882
3,7.99499,324.194
3,8.02005,324.503
3,8.04511,324.809
3,8.07018,325.111
3,8.09524,325.409
3,8.1203,325.704
3,8.14536,325.995
3,8.17043,326.283
3,8.19549,326.568
3,8.22055,326.849
3,8.24561,327.127
3,8.27068,327.401
3,8.29574,327.673
3,8.3208,327.941
3,8.34586,328.206
3,8.37093,328.468
3,8.39599,328.727
3,8.42105,328.983
3,8.44612,329.236
3,8.47118,329.486
3,8.49624,329.732
3,8.5213,329.976
3,8.54637,330.218
3,8.57143,330.456
3,8.59649,330.691
3,8.62155,330.924
3,8.64662,331.154
3,8.67168,331.382
3,8.69674,331.606
3,8.7218,331.828
3,8.74687,332.048
3,8.77193,332.264
3,8.79699,332.479
3,8.82206,332.69
3,8.84712,332.9
3,8.87218,333.107
3,8.89724,333.311
3,8.92231,333.513
3,8.94737,333.713
3,8.97243,333.91
3,8.99749,334.105
3,9.02256,334.297
3,9.04762,334.488
3,9.07268,334.676
3,9.09774,334.862
3,9.12281,335.046
3,9.14787,335.227
3,9.17293,335.407
3,9.19799,335.584
3,9.22306,335.759
3,9.24812,335.933
3,9.27318,336.104
3,9.29825,336.273
3,9.32331,336.44
3,9.34837,336.605
3,9.37343,336.769
3,9.3985,336.93
3,9.42356,337.089
3,9.44862,337.247
3,9.47368,337.403
3,9.49875,337.557
3,9.52381,337.709
3,9.54887,337.859
3,9.57393,338.008
3,9.599,338.154
3,9.62406,338.299
3,9.64912,338.443
3,9.67419,338.584
3,9.69925,338.725
3,9.72431,338.863
3,9.74937,339.0
3,9.77444,339.135
3,9.7995,339.268
3,9.82456,339.4
3,9.84962,339.531
3,9.87469,339.66
3,9.89975,339.787
3,9.92481,339.913
3,9.94987,340.037
3,9.97494,340.16
3,10.0,340.282
1,0.0,24.2019
1,0.0250627,27.8701
1,0.0501253,31.4969
1,0.075188,35.083
1,0.100251,38.6286
1,0.125313,42.1343
1,0.150376,45.6005
1,0.175439,49.0276
1,0.200501,52.4162
1,0.225564,55.7666
1,0.250627,59.0792
1,0.275689,62.3546
1,0.300752,65.593
1,0.325815,68.795
1,0.350877,71.9609
1,0.37594,75.0911
1,0.401003,78.1861
1,0.426065,81.2463
1,0.451128,84.2719
1,0.47619,87.2635
1,0.501253,90.2214
1,0.526316,93.146
1,0.551378,96.0376
1,0.576441,98.8967
1,0.601504,101.724
1,0.626566,104.519
1,0.651629,107.282
1,0.676692,110.015
1,0.701754,112.716
1,0.726817,115.387
1,0.75188,118.029
1,0.776942,120.64
1,0.802005,123.222
1,0.827068,125.775
1,0.85213,128.299
1,0.877193,130.795
1,0.902256,133.262
1,0.927318,135.702
1,0.952381,138.114
1,0.977444,140.499
1,1.00251,142.858
1,1.02757,145.189
1,1.05263,147.495
1,1.07769,149.774
1,1.10276,152.028
1,1.12782,154.257
1,1.15288,156.46
1,1.17794,158.638
1,1.20301,160.792
1,1.22807,162.922
1,1.25313,165.028
1,1.2782,167.11
1,1.30326,169.168
1,1.32832,171.204
1,1.35338,173.216
1,1.37845,175.206
1,1.40351,177.173
1,1.42857,179.119
1,1.45363,181.042
1,1.4787,182.944
1,1.50376,184.824
1,1.52882,186.683
1,1.55388,188.521
1,1.57895,190.338
1,1.60401,192.135
1,1.62907,193.912
1,1.65414,195.669
1,1.6792,197.406
1,1.70426,199.123
1,1.72932,200.821
1,1.75439,202.5
1,1.77945,204.16
1,1.80451,205.801
1,1.82957,207.424
1,1.85464,209.028
1,1.8797,210.615
1,1.90476,212.183
1,1.92982,213.734
1,1.95489,215.267
1,1.97995,216.784
1,2.00501,218.283
1,2.03008,219.765
1,2.05514,221.23
1,2.0802,222.679
1,2.10526,224.112
1,2.13033,225.529
1,2.15539,226.929
1,2.18045,228.314
1,2.20551,229.683
1,2.23058,231.037
1,2.25564,232.375
1,2.2807,233.699
1,2.30576,235.007
1,2.33083,236.301
1,2.35589,237.58
1,2.38095,238.845
1,2.40602,240.096
1,2.43108,241.332
1,2.45614,242.555
1,2.4812,243.764
1,2.50627,244.959
1,2.53133,246.141
1,2.55639,247.309
1,2.58145,248.464
1,2.60652,249.607
1,2.63158,250.736
1,2.65664,251.853
1,2.6817,252.957
1,2.70677,254.048
1,2.73183,255.128
1,2.75689,256.195
1,2.78195,257.25
1,2.80702,258.293
1,2.83208,259.325
1,2.85714,260.345
1,2.88221,261.353
1,2.90727,262.35
1,2.93233,263.336
1,2.95739,264.311
1,2.98246,265.275
1,3.00752,266.228
1,3.03258,267.17
1,3.05764,268.101
1,3.08271,269.022
1,3.10777,269.933
1,3.13283,270.833
1,3.15789,271.724
1,3.18296,272.604
1,3.20802,273.474
1,3.23308,274.335
1,3.25815,275.186
1,3.28321,276.027
1,3.30827,276.859
1,3.33333,277.681
1,3.3584,278.494
1,3.38346,279.298
1,3.40852,280.093
1,3.43358,280.879
1,3.45865,281.656
1,3.48371,282.425
1,3.50877,283.185
1,3.53383,283.936
1,3.5589,284.678
1,3.58396,285.413
1,3.60902,286.139
1,3.63409,286.857
1,3.65915,287.567
1,3.68421,288.268
1,3.70927,288.962
1,3.73434,289.648
1,3.7594,290.327
1,3.78446,290.998
1,3.80952,291.661
1,3.83459,292.316
1,3.85965,292.965
1,3.88471,293.606
1,3.90977,294.24
1,3.93484,294.866
1,3.9599,295.486
1,3.98496,296.098
1,4.01003,296.704
1,4.03509,297.303
1,4.06015,297.895
1,4.08521,298.481
1,4.11028,299.06
1,4.13534,299.632
1,4.1604,300.198
1,4.18546,300.757
1,4.21053,301.311
1,4.23559,301.858
1,4.26065,302.399
1,4.28571,302.933
1,4.31078,303.462
1,4.33584,303.985
1,4.3609,304.502
1,4.38596,305.013
1,4.41103,305.518
1,4.43609,306.018
1,4.46115,306.512
1,4.48622,307.0
1,4.51128,307.483
1,4.53634,307.961
1,4.5614,308.433
1,4.58647,308.9
1,4.61153,309.361
1,4.63659,309.817
1,4.66165,310.269
1,4.68672,310.715
1,4.71178,311.156
1,4.73684,311.592
1,4.7619,312.023
1,4.78697,312.45
1,4.81203,312.871
1,4.83709,313.288
1,4.86216,313.7
1,4.88722,314.107
1,4.91228,314.51
1,4.93734,314.909
1,4.96241,315.303
1,4.98747,315.692
1,5.01253,316.077
1,5.03759,316.458
1,5.06266,316.834
1,5.08772,317.206
1,5.11278,317.574
1,5.13784,317.938
1,5.16291,318.298
1,5.18797,318.654
1,5.21303,319.005
1,5.2381,319.353
1,5.26316,319.697
1,5.28822,320.037
1,5.31328,320.373
1,5.33835,320.705
1,5.36341,321.034
1,5.38847,321.359
1,5.41353,321.68
1,5.4386,321.997
1,5.46366,322.311
1,5.48872,322.622
1,5.51378,322.929
1,5.53885,323.232
1,5.56391,323.532
1,5.58897,323.829
1,5.61404,324.123
1,5.6391,324.413
1,5.66416,324.699
1,5.68922,324.983
1,5.71429,325.263
1,5.73935,325.541
1,5.76441,325.815
1,5.78947,326.086
1,5.81454,326.354
1,5.8396,326.619
1,5.86466,326.881
1,5.88972,327.14
1,5.91479,327.396
1,5.93985,327.649
1,5.96491,327.899
1,5.98997,328.147
1,6.01504,328.392
1,6.0401,328.634
1,6.06516,328.873
1,6.09023,329.109
1,6.11529,329.343
1,6.14035,329.575
1,6.16541,329.803
1,6.19048,330.029
1,6.21554,330.253
1,6.2406,330.474
1,6.26566,330.693
1,6.29073,330.909
1,6.31579,331.122
1,6.34085,331.334
1,6.36591,331.542
1,6.39098,331.749
1,6.41604,331.953
1,6.4411,332.155
1,6.46617,332.355
1,6.49123,332.552
1,6.51629,332.747
1,6.54135,332.94
1,6.56642,333.131
1,6.59148,333.319
1,6.61654,333.506
1,6.6416,333.69
1,6.66667,333.873
1,6.69173,334.053
1,6.71679,334.231
1,6.74185,334.407
1,6.76692,334.582
1,6.79198,334.754
1,6.81704,334.924
1,6.84211,335.093
1,6.86717,335.259
1,6.89223,335.424
1,6.91729,335.587
1,6.94236,335.747
1,6.96742,335.907
1,6.99248,336.064
1,7.01754,336.22
1,7.04261,336.373
1,7.06767,336.525
1,7.09273,336.676
1,7.11779,336.825
1,7.14286,336.972
1,7.16792,337.117
1,7.19298,337.261
1,7.21805,337.403
1,7.24311,337.543
1,7.26817,337.682
1,7.29323,337.82
1,7.3183,337.955
1,7.34336,338.09
1,7.36842,338.222
1,7.39348,338.354
1,7.41855,338.483
1,7.44361,338.612
1,7.46867,338.739
1,7.49373,338.864
1,7.5188,338.988
1,7.54386,339.111
1,7.56892,339.232
1,7.59398,339.352
1,7.61905,339.47
1,7.64411,339.588
1,7.66917,339.704
1,7.69424,339.818
1,7.7193,339.931
1,7.74436,340.043
1,7.76942,340.154
1,7.79449,340.264
1,7.81955,340.372
1,7.84461,340.479
1,7.86967,340.585
1,7.89474,340.69
1,7.9198,340.793
1,7.94486,340.895
1,7.96992,340.997
1,7.99499,341.097
1,8.02005,341.195
1,8.04511,341.293
1,8.07018,341.39
1,8.09524,341.486
1,8.1203,341.58
1,8.14536,341.673
1,8.17043,341.766
1,8.19549,341.857
1,8.22055,341.948
1,8.24561,342.037
1,8.27068,342.125
1,8.29574,342.212
1,8.3208,342.299
1,8.34586,342.384
1,8.37093,342.469
1,8.39599,342.552
1,8.42105,342.635
1,8.44612,342.716
1,8.47118,342.797
1,8.49624,342.876
1,8.5213,342.955
1,8.54637,343.033
1,8.57143,343.11
1,8.59649,343.187
1,8.62155,343.262
1,8.64662,343.336
1,8.67168,343.41
1,8.69674,343.483
1,8.7218,343.555
1,8.74687,343.626
1,8.77193,343.697
1,8.79699,343.766
1,8.82206,343.835
1,8.84712,343.903
1,8.87218,343.97
1,8.89724,344.037
1,8.92231,344.103
1,8.94737,344.168
1,8.97243,344.232
1,8.99749,344.296
1,9.02256,344.358
1,9.04762,344.421
1,9.07268,344.482
1,9.09774,344.543
1,9.12281,344.603
1,9.14787,344.662
1,9.17293,344.721
1,9.19799,344.779
1,9.22306,344.837
1,9.24812,344.893
1,9.27318,344.949
1,9.29825,345.005
1,9.32331,345.06
1,9.34837,345.114
1,9.37343,345.168
1,9.3985,345.221
1,9.42356,345.273
1,9.44862,345.325
1,9.47368,345.376
1,9.49875,345.427
1,9.52381,345.477
1,9.54887,345.527
1,9.57393,345.576
1,9.599,345.624
1,9.62406,345.672
1,9.64912,345.719
1,9.67419,345.766
1,9.69925,345.813
1,9.72431,345.858
1,9.74937,345.904
1,9.77444,345.948
1,9.7995,345.993
1,9.82456,346.036
1,9.84962,346.08
1,9.87469,346.122
1,9.89975,346.165
1,9.92481,346.206
1,9.94987,346.248
1,9.97494,346.289
1,10.0,346.329
2,0.0,0.0
2,0.0250627,0.0
2,0.0501253,0.0
2,0.075188,0.0
2,0.100251,0.0
2,0.125313,0.0
2,0.150376,0.0
2,0.175439,0.0
2,0.200501,0.0
2,0.225564,0.0
2,0.250627,0.0
2,0.275689,0.0
2,0.300752,0.0
2,0.325815,0.0
2,0.350877,0.0
2,0.37594,0.0
2,0.401003,0.0
2,0.426065,0.0
2,0.451128,0.0
2,0.47619,0.0
2,0.501253,0.0
2,0.526316,0.0
2,0.551378,0.0
2,0.576441,0.0
2,0.601504,0.0
2,0.626566,0.0
2,0.651629,0.0
2,0.676692,0.0
2,0.701754,0.0
2,0.726817,0.0
2,0.75188,0.0
2,0.776942,0.0
2,0.802005,0.0
2,0.827068,0.0
2,0.85213,0.0
2,0.877193,0.0
2,0.902256,0.0
2,0.927318,0.0
2,0.952381,0.0
2,0.977444,0.0
2,1.00251,0.0
2,1.02757,0.0
2,1.05263,0.0
2,1.07769,0.0
2,1.10276,0.0
2,1.12782,2.33963
2,1.15288,6.01528
2,1.17794,9.65207
2,1.20301,13.2504
2,1.22807,16.8107
2,1.25313,20.3334
2,1.2782,23.8188
2,1.30326,27.2673
2,1.32832,30.6794
2,1.35338,34.0554
2,1.37845,37.3957
2,1.40351,40.7007
2,1.42857,43.9708
2,1.45363,47.2063
2,1.4787,50.4076
2,1.50376,53.575
2,1.52882,56.7089
