"id","name","period","stockprice"
102,"ibm",1961-10-11,560
1,"ibm",1961-05-17,460
226,"ibm",1962-04-10,523
182,"ibm",1962-02-06,551
224,"ibm",1962-04-06,521
41,"ibm",1961-07-14,474
83,"ibm",1961-09-13,545
39,"ibm",1961-07-12,474
264,"ibm",1962-06-04,365
306,"ibm",1962-08-02,380
266,"ibm",1962-06-06,374
365,"ibm",1962-10-26,345
100,"ibm",1961-10-06,557
367,"ibm",1962-10-30,346
123,"ibm",1961-11-09,596
222,"ibm",1962-04-04,510
140,"ibm",1961-12-06,581
163,"ibm",1962-01-10,557
81,"ibm",1961-09-11,545
283,"ibm",1962-06-29,351
201,"ibm",1962-03-06,547
20,"ibm",1961-06-14,491
142,"ibm",1961-12-08,577
37,"ibm",1961-07-10,475
262,"ibm",1962-05-31,360
346,"ibm",1962-09-28,350
121,"ibm",1961-11-07,592
220,"ibm",1962-04-02,525
302,"ibm",1962-07-27,387
203,"ibm",1962-03-08,549
243,"ibm",1962-05-03,486
77,"ibm",1961-09-05,547
199,"ibm",1962-03-02,548
60,"ibm",1961-08-10,500
304,"ibm",1962-07-31,385
342,"ibm",1962-09-24,355
117,"ibm",1961-11-01,585
18,"ibm",1961-06-12,478
161,"ibm",1962-01-08,549
260,"ibm",1962-05-28,393
239,"ibm",1962-04-27,454
79,"ibm",1961-09-07,547
119,"ibm",1961-11-03,583
35,"ibm",1961-07-06,476
157,"ibm",1962-01-02,572
344,"ibm",1962-09-26,353
159,"ibm",1962-01-04,571
300,"ibm",1962-07-25,376
14,"ibm",1961-06-06,497
58,"ibm",1961-08-08,499
16,"ibm",1961-06-08,490
340,"ibm",1962-09-20,364
279,"ibm",1962-06-25,333
323,"ibm",1962-08-27,391
281,"ibm",1962-06-27,339
54,"ibm",1961-08-02,485
319,"ibm",1962-08-21,411
180,"ibm",1962-02-02,558
138,"ibm",1961-12-04,584
237,"ibm",1962-04-25,499
155,"ibm",1961-12-28,584
241,"ibm",1962-05-01,473
321,"ibm",1962-08-23,408
94,"ibm",1961-09-28,538
216,"ibm",1962-03-27,537
98,"ibm",1961-10-04,553
178,"ibm",1962-01-31,542
12,"ibm",1961-06-02,498
195,"ibm",1962-02-26,535
363,"ibm",1962-10-24,339
136,"ibm",1961-11-30,580
277,"ibm",1962-06-21,332
256,"ibm",1962-05-22,398
56,"ibm",1961-08-04,492
197,"ibm",1962-02-28,537
338,"ibm",1962-09-18,383
317,"ibm",1962-08-17,393
96,"ibm",1961-10-02,541
176,"ibm",1962-01-29,532
52,"ibm",1961-07-31,489
31,"ibm",1961-06-29,476
361,"ibm",1962-10-22,330
33,"ibm",1961-07-03,479
92,"ibm",1961-09-26,540
357,"ibm",1962-10-16,361
218,"ibm",1962-03-29,538
298,"ibm",1962-07-23,371
275,"ibm",1962-06-19,316
254,"ibm",1962-05-18,435
75,"ibm",1961-08-31,523
174,"ibm",1962-01-25,544
132,"ibm",1961-11-24,576
172,"ibm",1962-01-23,547
258,"ibm",1962-05-24,361
153,"ibm",1961-12-26,577
50,"ibm",1961-07-27,488
29,"ibm",1961-06-27,479
115,"ibm",1961-10-30,585
214,"ibm",1962-03-23,547
315,"ibm",1962-08-15,389
294,"ibm",1962-07-17,367
359,"ibm",1962-10-18,348
10,"ibm",1961-05-31,490
355,"ibm",1962-10-12,367
212,"ibm",1962-03-21,551
73,"ibm",1961-08-29,523
71,"ibm",1961-08-25,515
252,"ibm",1962-05-16,449
69,"ibm",1961-08-23,510
134,"ibm",1961-11-28,589
336,"ibm",1962-09-14,392
109,"ibm",1961-10-20,585
334,"ibm",1962-09-12,388
113,"ibm",1961-10-26,599
193,"ibm",1962-02-21,535
27,"ibm",1961-06-23,479
210,"ibm",1962-03-19,554
235,"ibm",1962-04-23,518
233,"ibm",1962-04-19,519
292,"ibm",1962-07-13,370
6,"ibm",1961-05-24,459
296,"ibm",1962-07-19,373
191,"ibm",1962-02-19,539
149,"ibm",1961-12-19,571
271,"ibm",1962-06-13,333
111,"ibm",1961-10-24,599
48,"ibm",1961-07-25,473
67,"ibm",1961-08-21,511
250,"ibm",1962-05-14,452
90,"ibm",1961-09-22,517
231,"ibm",1962-04-17,520
332,"ibm",1962-09-10,383
46,"ibm",1961-07-21,471
151,"ibm",1961-12-21,575
88,"ibm",1961-09-20,539
107,"ibm",1961-10-18,580
311,"ibm",1962-08-09,379
8,"ibm",1961-05-26,479
353,"ibm",1962-10-10,356
147,"ibm",1961-12-15,581
86,"ibm",1961-09-18,543
273,"ibm",1962-06-15,336
189,"ibm",1962-02-15,545
4,"ibm",1961-05-22,459
309,"ibm",1962-08-07,377
130,"ibm",1961-11-21,588
229,"ibm",1962-04-13,518
330,"ibm",1962-09-06,384
227,"ibm",1962-04-11,516
313,"ibm",1962-08-13,387
351,"ibm",1962-10-05,366
187,"ibm",1962-02-13,548
23,"ibm",1961-06-19,479
170,"ibm",1962-01-19,553
208,"ibm",1962-03-15,550
44,"ibm",1961-07-19,467
84,"ibm",1961-09-14,549
128,"ibm",1961-11-17,595
269,"ibm",1962-06-11,323
105,"ibm",1961-10-16,569
349,"ibm",1962-10-03,360
168,"ibm",1962-01-17,559
65,"ibm",1961-08-17,504
42,"ibm",1961-07-17,465
267,"ibm",1962-06-07,359
25,"ibm",1961-06-21,479
248,"ibm",1962-05-10,446
307,"ibm",1962-08-03,373
124,"ibm",1961-11-13,595
290,"ibm",1962-07-11,376
63,"ibm",1961-08-15,495
164,"ibm",1962-01-11,563
21,"ibm",1961-06-15,487
126,"ibm",1961-11-15,598
246,"ibm",1962-05-08,451
82,"ibm",1961-09-12,549
166,"ibm",1962-01-15,567
103,"ibm",1961-10-12,571
347,"ibm",1962-10-01,349
288,"ibm",1962-07-09,375
368,"ibm",1962-10-31,352
204,"ibm",1962-03-09,553
145,"ibm",1961-12-13,586
225,"ibm",1962-04-09,521
206,"ibm",1962-03-13,552
286,"ibm",1962-07-05,350
2,"ibm",1961-05-18,457
143,"ibm",1961-12-11,578
328,"ibm",1962-09-04,388
185,"ibm",1962-02-09,557
