Minnesota,State,1940,2792300
Mississippi,State,1940,2183796
Missouri,State,1940,3784664
Montana,State,1940,559456
Nebraska,State,1940,1315834
Nevada,State,1940,110247
New Hampshire,State,1940,491524
New Jersey,State,1940,4160165
New Mexico,State,1940,531818
New York,State,1940,13479142
North Carolina,State,1940,3571623
North Dakota,State,1940,641935
Ohio,State,1940,6907612
Oklahoma,State,1940,2336434
Oregon,State,1940,1089684
Pennsylvania,State,1940,9900180
Puerto Rico,State,1940,1869255
Rhode Island,State,1940,713346
South Carolina,State,1940,1899804
South Dakota,State,1940,642961
Tennessee,State,1940,2915841
Texas,State,1940,6414824
Utah,State,1940,550310
Vermont,State,1940,359231
Virginia,State,1940,2677773
Washington,State,1940,1736191
West Virginia,State,1940,1901974
Wisconsin,State,1940,3137587
Wyoming,State,1940,250742
Alabama,State,1950,3061743
Alaska,State,1950,128643
Arizona,State,1950,749587
Arkansas,State,1950,1909511
California,State,1950,10586223
Colorado,State,1950,1325089
Connecticut,State,1950,2007280
Delaware,State,1950,318085
District of Columbia,State,1950,802178
Florida,State,1950,2771305
Georgia,State,1950,3444578
Hawaii,State,1950,499794
Idaho,State,1950,588637
Illinois,State,1950,8712176
Indiana,State,1950,3934224
Iowa,State,1950,2621073
Kansas,State,1950,1905299
Kentucky,State,1950,2944806
Louisiana,State,1950,2683516
Maine,State,1950,913774
Maryland,State,1950,2343001
Massachusetts,State,1950,4690514
Michigan,State,1950,6371766
Minnesota,State,1950,2982483
Mississippi,State,1950,2178914
Missouri,State,1950,3954653
Montana,State,1950,591024
Nebraska,State,1950,1325510
Nevada,State,1950,160083
New Hampshire,State,1950,533242
New Jersey,State,1950,4835329
New Mexico,State,1950,681187
New York,State,1950,14830192
North Carolina,State,1950,4061929
North Dakota,State,1950,619636
Ohio,State,1950,7946627
Oklahoma,State,1950,2233351
Oregon,State,1950,1521341
Pennsylvania,State,1950,10498012
Puerto Rico,State,1950,2210703
Rhode Island,State,1950,791896
South Carolina,State,1950,2117027
South Dakota,State,1950,652740
Tennessee,State,1950,3291718
Texas,State,1950,7711194
Utah,State,1950,688862
Vermont,State,1950,377747
Virginia,State,1950,3318680
Washington,State,1950,2378963
West Virginia,State,1950,2005552
Wisconsin,State,1950,3434575
Wyoming,State,1950,290529
Alabama,State,1960,3266740
Alaska,State,1960,226167
Arizona,State,1960,1302161
Arkansas,State,1960,1786272
California,State,1960,15717204
Colorado,State,1960,1753947
Connecticut,State,1960,2535234
Delaware,State,1960,446292
District of Columbia,State,1960,763956
Florida,State,1960,4951560
Georgia,State,1960,3943116
Hawaii,State,1960,632772
Idaho,State,1960,667191
Illinois,State,1960,10081158
Indiana,State,1960,4662498
Iowa,State,1960,2757537
Kansas,State,1960,2178611
Kentucky,State,1960,3038156
Louisiana,State,1960,3257022
Maine,State,1960,969265
Maryland,State,1960,3100689
Massachusetts,State,1960,5148578
Michigan,State,1960,7823194
Minnesota,State,1960,3413864
Mississippi,State,1960,2178141
Missouri,State,1960,4319813
Montana,State,1960,674767
Nebraska,State,1960,1411330
Nevada,State,1960,285278
New Hampshire,State,1960,606921
New Jersey,State,1960,6066782
New Mexico,State,1960,951023
New York,State,1960,16782304
North Carolina,State,1960,4556155
North Dakota,State,1960,632446
Ohio,State,1960,9706397
Oklahoma,State,1960,2328284
Oregon,State,1960,1768687
Pennsylvania,State,1960,11319366
Puerto Rico,State,1960,2349544
Rhode Island,State,1960,859488
South Carolina,State,1960,2382594
South Dakota,State,1960,680514
Tennessee,State,1960,3567089
Texas,State,1960,9579677
Utah,State,1960,890627
Vermont,State,1960,389881
Virginia,State,1960,3966949
Washington,State,1960,2853214
West Virginia,State,1960,1860421
Wisconsin,State,1960,3951777
Wyoming,State,1960,330066
Alabama,State,1970,3444165
Alaska,State,1970,300382
Arizona,State,1970,1770900
Arkansas,State,1970,1923295
California,State,1970,19953134
Colorado,State,1970,2207259
Connecticut,State,1970,3031709
Delaware,State,1970,548104
District of Columbia,State,1970,756510
Florida,State,1970,6789443
Georgia,State,1970,4589575
Hawaii,State,1970,768561
Idaho,State,1970,712567
Illinois,State,1970,11113976
Indiana,State,1970,5193669
Iowa,State,1970,2824376
Kansas,State,1970,2246578
Kentucky,State,1970,3218706
Louisiana,State,1970,3641306
Maine,State,1970,992048
Maryland,State,1970,3922399
Massachusetts,State,1970,5689170
Michigan,State,1970,8875083
Minnesota,State,1970,3804971
Mississippi,State,1970,2216912
Missouri,State,1970,4676501
Montana,State,1970,694409
Nebraska,State,1970,1483493
Nevada,State,1970,488738
New Hampshire,State,1970,737681
New Jersey,State,1970,7168164
New Mexico,State,1970,1016000
New York,State,1970,18236967
North Carolina,State,1970,5082059
North Dakota,State,1970,617761
Ohio,State,1970,10652017
Oklahoma,State,1970,2559229
Oregon,State,1970,2091385
Pennsylvania,State,1970,11793909
Puerto Rico,State,1970,2712033
Rhode Island,State,1970,946725
South Carolina,State,1970,2590516
South Dakota,State,1970,665507
Tennessee,State,1970,3923687
Texas,State,1970,11196730
Utah,State,1970,1059273
Vermont,State,1970,444330
Virginia,State,1970,4648494
Washington,State,1970,3409169
West Virginia,State,1970,1744237
Wisconsin,State,1970,4417731
Wyoming,State,1970,332416
Alabama,State,1980,3893888
Alaska,State,1980,401851
Arizona,State,1980,2718215
Arkansas,State,1980,2286435
California,State,1980,23667902
Colorado,State,1980,2889964
Connecticut,State,1980,3107576
Delaware,State,1980,594338
District of Columbia,State,1980,638333
Florida,State,1980,9746324
Georgia,State,1980,5463105
Hawaii,State,1980,964691
Idaho,State,1980,943935
Illinois,State,1980,11426518
Indiana,State,1980,5490224
Iowa,State,1980,2913808
Kansas,State,1980,2363679
Kentucky,State,1980,3660777
Louisiana,State,1980,4205900
Maine,State,1980,1124660
Maryland,State,1980,4216975
Massachusetts,State,1980,5737037
Michigan,State,1980,9262078
Minnesota,State,1980,4075970
Mississippi,State,1980,2520638
Missouri,State,1980,4916686
Montana,State,1980,786690
Nebraska,State,1980,1569825
Nevada,State,1980,800493
New Hampshire,State,1980,920610
New Jersey,State,1980,7364823
New Mexico,State,1980,1302894
New York,State,1980,17558072
North Carolina,State,1980,5881766
North Dakota,State,1980,652717
Ohio,State,1980,10797630
Oklahoma,State,1980,3025290
Oregon,State,1980,2633105
Pennsylvania,State,1980,11863895
Puerto Rico,State,1980,3196520
Rhode Island,State,1980,947154
South Carolina,State,1980,3121820
South Dakota,State,1980,690768
Tennessee,State,1980,4591120
Texas,State,1980,14229191
Utah,State,1980,1461037
Vermont,State,1980,511456
Virginia,State,1980,5346818
Washington,State,1980,4132156
West Virginia,State,1980,1949644
Wisconsin,State,1980,4705767
Wyoming,State,1980,469557
Alabama,State,1990,4040587
Alaska,State,1990,550043
Arizona,State,1990,3665228
Arkansas,State,1990,2350725
California,State,1990,29760021
Colorado,State,1990,3294394
Connecticut,State,1990,3287116
Delaware,State,1990,666168
District of Columbia,State,1990,606900
Florida,State,1990,12937926
Georgia,State,1990,6478216
Hawaii,State,1990,1108229
Idaho,State,1990,1006749
Illinois,State,1990,11430602
Indiana,State,1990,5544159
Iowa,State,1990,2776755
Kansas,State,1990,2477574
Kentucky,State,1990,3685296
Louisiana,State,1990,4219973
Maine,State,1990,1227928
Maryland,State,1990,4781468
Massachusetts,State,1990,6016425
Michigan,State,1990,9295297
Minnesota,State,1990,4375099
Mississippi,State,1990,2573216
Missouri,State,1990,5117073
Montana,State,1990,799065
Nebraska,State,1990,1578385
Nevada,State,1990,1201833
New Hampshire,State,1990,1109252
New Jersey,State,1990,7730188
New Mexico,State,1990,1515069
New York,State,1990,17990455
North Carolina,State,1990,6628637
North Dakota,State,1990,638800
Ohio,State,1990,10847115
Oklahoma,State,1990,3145585
Oregon,State,1990,2842321
Pennsylvania,State,1990,11881643
Puerto Rico,State,1990,3522037
Rhode Island,State,1990,1003464
South Carolina,State,1990,3486703
South Dakota,State,1990,696004
Tennessee,State,1990,4877185
Texas,State,1990,16986510
Utah,State,1990,1722850
Vermont,State,1990,562758
Virginia,State,1990,6187358
Washington,State,1990,4866692
West Virginia,State,1990,1793477
Wisconsin,State,1990,4891769
Wyoming,State,1990,453588
Alabama,State,2000,4447100
Alaska,State,2000,626932
Arizona,State,2000,5130632
Arkansas,State,2000,2673400
California,State,2000,33871648
Colorado,State,2000,4301261
Connecticut,State,2000,3405565
Delaware,State,2000,783600
District of Columbia,State,2000,572059
Florida,State,2000,15982378
Georgia,State,2000,8186453
Hawaii,State,2000,1211537
Idaho,State,2000,1293953
Illinois,State,2000,12419293
Indiana,State,2000,6080485
Iowa,State,2000,2926324
Kansas,State,2000,2688418
Kentucky,State,2000,4041769
Louisiana,State,2000,4468976
Maine,State,2000,1274923
Maryland,State,2000,5296486
Massachusetts,State,2000,6349097
Michigan,State,2000,9938444
Minnesota,State,2000,4919479
Mississippi,State,2000,2844658
Missouri,State,2000,5595211
Montana,State,2000,902195
Nebraska,State,2000,1711263
Nevada,State,2000,1998257
New Hampshire,State,2000,1235786
New Jersey,State,2000,8414350
New Mexico,State,2000,1819046
New York,State,2000,18976457
North Carolina,State,2000,8049313
North Dakota,State,2000,642200
Ohio,State,2000,11353140
Oklahoma,State,2000,3450654
Oregon,State,2000,3421399
Pennsylvania,State,2000,12281054
Puerto Rico,State,2000,3808610
Rhode Island,State,2000,1048319
South Carolina,State,2000,4012012
South Dakota,State,2000,754844
Tennessee,State,2000,5689283
Texas,State,2000,20851820
Utah,State,2000,2233169
Vermont,State,2000,608827
Virginia,State,2000,7078515
Washington,State,2000,5894121
West Virginia,State,2000,1808344
Wisconsin,State,2000,5363675
Wyoming,State,2000,493782
Alabama,State,2010,4779736
Alaska,State,2010,710231
Arizona,State,2010,6392017
Arkansas,State,2010,2915918
California,State,2010,37253956
Colorado,State,2010,5029196
Connecticut,State,2010,3574097
Delaware,State,2010,897934
District of Columbia,State,2010,601723
Florida,State,2010,18801310
Georgia,State,2010,9687653
Hawaii,State,2010,1360301
Idaho,State,2010,1567582
Illinois,State,2010,12830632
Indiana,State,2010,6483802
Iowa,State,2010,3046355
Kansas,State,2010,2853118
Kentucky,State,2010,4339367
Louisiana,State,2010,4533372
Maine,State,2010,1328361
Maryland,State,2010,5773552
Massachusetts,State,2010,6547629
Michigan,State,2010,9883640
Minnesota,State,2010,5303925
Mississippi,State,2010,2967297
Missouri,State,2010,5988927
Montana,State,2010,989415
Nebraska,State,2010,1826341
Nevada,State,2010,2700551
New Hampshire,State,2010,1316470
New Jersey,State,2010,8791894
New Mexico,State,2010,2059179
New York,State,2010,19378102
North Carolina,State,2010,9535483
North Dakota,State,2010,672591
Ohio,State,2010,11536504
Oklahoma,State,2010,3751351
Oregon,State,2010,3831074
Pennsylvania,State,2010,12702379
Puerto Rico,State,2010,3725789
Rhode Island,State,2010,1052567
South Carolina,State,2010,4625364
South Dakota,State,2010,814180
Tennessee,State,2010,6346105
Texas,State,2010,25145561
Utah,State,2010,2763885
Vermont,State,2010,625741
Virginia,State,2010,8001024
Washington,State,2010,6724540
West Virginia,State,2010,1852994
Wisconsin,State,2010,5686986
Wyoming,State,2010,563626
Alabama,State,2020,5024279
Alaska,State,2020,733391
Arizona,State,2020,7151502
Arkansas,State,2020,3011524
California,State,2020,39538223
Colorado,State,2020,5773714
Connecticut,State,2020,3605944
Delaware,State,2020,989948
District of Columbia,State,2020,689545
Florida,State,2020,21538187
Georgia,State,2020,10711908
Hawaii,State,2020,1455271
Idaho,State,2020,1839106
Illinois,State,2020,12812508
Indiana,State,2020,6785528
Iowa,State,2020,3190369
Kansas,State,2020,2937880
Kentucky,State,2020,4505836
Louisiana,State,2020,4657757
Maine,State,2020,1362359
Maryland,State,2020,6177224
Massachusetts,State,2020,7029917
Michigan,State,2020,10077331
Minnesota,State,2020,5706494
Mississippi,State,2020,2961279
Missouri,State,2020,6154913
Montana,State,2020,1084225
Nebraska,State,2020,1961504
Nevada,State,2020,3104614
New Hampshire,State,2020,1377529
New Jersey,State,2020,9288994
New Mexico,State,2020,2117522
New York,State,2020,20201249
North Carolina,State,2020,10439388
North Dakota,State,2020,779094
Ohio,State,2020,11799448
Oklahoma,State,2020,3959353
Oregon,State,2020,4237256
Pennsylvania,State,2020,13002700
Puerto Rico,State,2020,3285874
Rhode Island,State,2020,1097379
South Carolina,State,2020,5118425
South Dakota,State,2020,886667
Tennessee,State,2020,6910840
Texas,State,2020,29145505
Utah,State,2020,3271616
Vermont,State,2020,643077
Virginia,State,2020,8631393
Washington,State,2020,7705281
West Virginia,State,2020,1793716
Wisconsin,State,2020,5893718
Wyoming,State,2020,576851
