"id","name","period","stockprice"
"1","ibm","1962-03-22 00:00:00.000000","545.0"
"1","ibm","1962-03-23 00:00:00.000000","547.0"
"1","ibm","1962-03-26 00:00:00.000000","547.0"
"1","ibm","1962-03-27 00:00:00.000000","537.0"
"1","ibm","1962-03-28 00:00:00.000000","539.0"
"1","ibm","1962-03-29 00:00:00.000000","538.0"
"1","ibm","1962-03-30 00:00:00.000000","533.0"
"1","ibm","1962-04-02 00:00:00.000000","525.0"
"1","ibm","1962-04-03 00:00:00.000000","513.0"
"1","ibm","1962-04-04 00:00:00.000000","510.0"
"1","ibm","1962-04-05 00:00:00.000000","521.0"
"1","ibm","1962-04-06 00:00:00.000000","521.0"
"1","ibm","1962-04-09 00:00:00.000000","521.0"
"1","ibm","1962-04-10 00:00:00.000000","523.0"
"1","ibm","1962-04-11 00:00:00.000000","516.0"
"1","ibm","1962-04-12 00:00:00.000000","511.0"
"1","ibm","1962-04-13 00:00:00.000000","518.0"
"1","ibm","1962-04-16 00:00:00.000000","517.0"
"1","ibm","1962-04-17 00:00:00.000000","520.0"
"1","ibm","1962-04-18 00:00:00.000000","519.0"
"1","ibm","1962-04-19 00:00:00.000000","519.0"
"1","ibm","1962-04-20 00:00:00.000000","519.0"
"1","ibm","1962-04-23 00:00:00.000000","518.0"
"1","ibm","1962-04-24 00:00:00.000000","513.0"
"1","ibm","1962-04-25 00:00:00.000000","499.0"
"1","ibm","1962-04-26 00:00:00.000000","485.0"
"1","ibm","1962-04-27 00:00:00.000000","454.0"
"1","ibm","1962-04-30 00:00:00.000000","462.0"
"1","ibm","1962-05-01 00:00:00.000000","473.0"
"1","ibm","1962-05-02 00:00:00.000000","482.0"
"1","ibm","1962-05-03 00:00:00.000000","486.0"
"1","ibm","1962-05-04 00:00:00.000000","475.0"
"1","ibm","1962-05-07 00:00:00.000000","459.0"
"1","ibm","1962-05-08 00:00:00.000000","451.0"
"1","ibm","1962-05-09 00:00:00.000000","453.0"
"1","ibm","1962-05-10 00:00:00.000000","446.0"
"1","ibm","1962-05-11 00:00:00.000000","455.0"
"1","ibm","1962-05-14 00:00:00.000000","452.0"
"1","ibm","1962-05-15 00:00:00.000000","457.0"
"1","ibm","1962-05-16 00:00:00.000000","449.0"
"1","ibm","1962-05-17 00:00:00.000000","450.0"
"1","ibm","1962-05-18 00:00:00.000000","435.0"
"1","ibm","1962-05-21 00:00:00.000000","415.0"
"1","ibm","1962-05-22 00:00:00.000000","398.0"
"1","ibm","1962-05-23 00:00:00.000000","399.0"
"1","ibm","1962-05-24 00:00:00.000000","361.0"
"1","ibm","1962-05-25 00:00:00.000000","383.0"
"1","ibm","1962-05-28 00:00:00.000000","393.0"
"1","ibm","1962-05-29 00:00:00.000000","385.0"
"1","ibm","1962-05-31 00:00:00.000000","360.0"
"1","ibm","1962-06-01 00:00:00.000000","364.0"
"1","ibm","1962-06-04 00:00:00.000000","365.0"
"1","ibm","1962-06-05 00:00:00.000000","370.0"
"1","ibm","1962-06-06 00:00:00.000000","374.0"
"1","ibm","1962-06-07 00:00:00.000000","359.0"
"1","ibm","1962-06-08 00:00:00.000000","335.0"
"1","ibm","1962-06-11 00:00:00.000000","323.0"
"1","ibm","1962-06-12 00:00:00.000000","306.0"
"1","ibm","1962-06-13 00:00:00.000000","333.0"
"1","ibm","1962-06-14 00:00:00.000000","330.0"
"1","ibm","1962-06-15 00:00:00.000000","336.0"
"1","ibm","1962-06-18 00:00:00.000000","328.0"
"1","ibm","1962-06-19 00:00:00.000000","316.0"
"1","ibm","1962-06-20 00:00:00.000000","320.0"
"1","ibm","1962-06-21 00:00:00.000000","332.0"
"1","ibm","1962-06-22 00:00:00.000000","320.0"
"1","ibm","1962-06-25 00:00:00.000000","333.0"
"1","ibm","1962-06-26 00:00:00.000000","344.0"
"1","ibm","1962-06-27 00:00:00.000000","339.0"
"1","ibm","1962-06-28 00:00:00.000000","350.0"
"1","ibm","1962-06-29 00:00:00.000000","351.0"
"1","ibm","1962-07-02 00:00:00.000000","350.0"
"1","ibm","1962-07-03 00:00:00.000000","345.0"
"1","ibm","1962-07-05 00:00:00.000000","350.0"
"1","ibm","1962-07-06 00:00:00.000000","359.0"
"1","ibm","1962-07-09 00:00:00.000000","375.0"
"1","ibm","1962-07-10 00:00:00.000000","379.0"
"1","ibm","1962-07-11 00:00:00.000000","376.0"
"1","ibm","1962-07-12 00:00:00.000000","382.0"
"1","ibm","1962-07-13 00:00:00.000000","370.0"
"1","ibm","1962-07-16 00:00:00.000000","365.0"
"1","ibm","1962-07-17 00:00:00.000000","367.0"
"1","ibm","1962-07-18 00:00:00.000000","372.0"
"1","ibm","1962-07-19 00:00:00.000000","373.0"
"1","ibm","1962-07-20 00:00:00.000000","363.0"
"1","ibm","1962-07-23 00:00:00.000000","371.0"
"1","ibm","1962-07-24 00:00:00.000000","369.0"
"1","ibm","1962-07-25 00:00:00.000000","376.0"
"1","ibm","1962-07-26 00:00:00.000000","387.0"
"1","ibm","1962-07-27 00:00:00.000000","387.0"
"1","ibm","1962-07-30 00:00:00.000000","376.0"
"1","ibm","1962-07-31 00:00:00.000000","385.0"
"1","ibm","1962-08-01 00:00:00.000000","385.0"
"1","ibm","1962-08-02 00:00:00.000000","380.0"
"1","ibm","1962-08-03 00:00:00.000000","373.0"
"1","ibm","1962-08-06 00:00:00.000000","382.0"
"1","ibm","1962-08-07 00:00:00.000000","377.0"
"1","ibm","1962-08-08 00:00:00.000000","376.0"
"1","ibm","1962-08-09 00:00:00.000000","379.0"
"1","ibm","1962-08-10 00:00:00.000000","386.0"
"1","ibm","1962-08-13 00:00:00.000000","387.0"
"1","ibm","1962-08-14 00:00:00.000000","386.0"
"1","ibm","1962-08-15 00:00:00.000000","389.0"
"1","ibm","1962-08-16 00:00:00.000000","394.0"
"1","ibm","1962-08-17 00:00:00.000000","393.0"
"1","ibm","1962-08-20 00:00:00.000000","409.0"
"1","ibm","1962-08-21 00:00:00.000000","411.0"
"1","ibm","1962-08-22 00:00:00.000000","409.0"
"1","ibm","1962-08-23 00:00:00.000000","408.0"
"1","ibm","1962-08-24 00:00:00.000000","393.0"
"1","ibm","1962-08-27 00:00:00.000000","391.0"
"1","ibm","1962-08-28 00:00:00.000000","388.0"
"1","ibm","1962-08-29 00:00:00.000000","396.0"
"1","ibm","1962-08-30 00:00:00.000000","387.0"
"1","ibm","1962-08-31 00:00:00.000000","383.0"
"1","ibm","1962-09-04 00:00:00.000000","388.0"
"1","ibm","1962-09-05 00:00:00.000000","382.0"
"1","ibm","1962-09-06 00:00:00.000000","384.0"
"1","ibm","1962-09-07 00:00:00.000000","382.0"
"1","ibm","1962-09-10 00:00:00.000000","383.0"
"1","ibm","1962-09-11 00:00:00.000000","383.0"
"1","ibm","1962-09-12 00:00:00.000000","388.0"
"1","ibm","1962-09-13 00:00:00.000000","395.0"
"1","ibm","1962-09-14 00:00:00.000000","392.0"
"1","ibm","1962-09-17 00:00:00.000000","386.0"
"1","ibm","1962-09-18 00:00:00.000000","383.0"
"1","ibm","1962-09-19 00:00:00.000000","377.0"
"1","ibm","1962-09-20 00:00:00.000000","364.0"
"1","ibm","1962-09-21 00:00:00.000000","369.0"
"1","ibm","1962-09-24 00:00:00.000000","355.0"
"1","ibm","1962-09-25 00:00:00.000000","350.0"
"1","ibm","1962-09-26 00:00:00.000000","353.0"
"1","ibm","1962-09-27 00:00:00.000000","340.0"
"1","ibm","1962-09-28 00:00:00.000000","350.0"
"1","ibm","1962-10-01 00:00:00.000000","349.0"
"1","ibm","1962-10-02 00:00:00.000000","358.0"
"1","ibm","1962-10-03 00:00:00.000000","360.0"
"1","ibm","1962-10-04 00:00:00.000000","360.0"
"1","ibm","1962-10-05 00:00:00.000000","366.0"
"1","ibm","1962-10-09 00:00:00.000000","359.0"
"1","ibm","1962-10-10 00:00:00.000000","356.0"
"1","ibm","1962-10-11 00:00:00.000000","355.0"
"1","ibm","1962-10-12 00:00:00.000000","367.0"
"1","ibm","1962-10-15 00:00:00.000000","357.0"
"1","ibm","1962-10-16 00:00:00.000000","361.0"
"1","ibm","1962-10-17 00:00:00.000000","355.0"
"1","ibm","1962-10-18 00:00:00.000000","348.0"
"1","ibm","1962-10-19 00:00:00.000000","343.0"
"1","ibm","1962-10-22 00:00:00.000000","330.0"
"1","ibm","1962-10-23 00:00:00.000000","340.0"
"1","ibm","1962-10-24 00:00:00.000000","339.0"
"1","ibm","1962-10-25 00:00:00.000000","331.0"
"1","ibm","1962-10-26 00:00:00.000000","345.0"
"1","ibm","1962-10-29 00:00:00.000000","352.0"
"1","ibm","1962-10-30 00:00:00.000000","346.0"
"1","ibm","1962-10-31 00:00:00.000000","352.0"
"1","ibm","1962-11-01 00:00:00.000000","357.0"
