"sn","price","lotsize","bedrooms","bathrms","stories","driveway","recroom","fullbase","gashw","airco","garagepl","prefarea","homestyle"
507,75000,9800,4,2,2,"yes","yes","no","no","no",2,"no","eclectic"
139,26500,2990,2,1,1,"no","no","no","no","no",1,"no","classic"
118,94500,4000,3,2,2,"yes","no","yes","no","yes",1,"no","eclectic"
160,63000,3968,3,1,2,"no","no","no","no","no",0,"no","eclectic"
221,46000,3120,3,1,2,"no","no","no","no","no",0,"no","classic"
404,80000,6360,3,1,3,"yes","no","no","no","no",0,"yes","eclectic"
240,30000,3000,4,1,2,"yes","no","no","no","no",0,"no","classic"
425,65500,3840,3,1,2,"yes","no","no","no","no",1,"yes","eclectic"
78,47000,3180,4,1,2,"yes","no","yes","no","yes",0,"no","classic"
261,41000,5400,4,1,2,"yes","no","no","no","no",0,"no","classic"
505,71500,8150,3,2,1,"yes","yes","yes","no","no",0,"no","eclectic"
465,49500,2145,3,1,3,"yes","no","no","no","no",0,"yes","classic"
219,47000,3792,4,1,2,"yes","no","no","no","no",0,"no","classic"
322,88500,6350,3,2,3,"yes","yes","no","no","yes",0,"no","eclectic"
158,60000,2747,4,2,2,"no","no","no","no","no",0,"no","eclectic"
36,61000,4500,2,1,1,"yes","no","no","no","yes",2,"no","eclectic"
76,36000,3180,3,1,1,"no","no","no","no","no",0,"no","classic"
179,74500,3180,3,2,2,"yes","no","no","no","no",2,"no","eclectic"
423,61100,3400,3,1,2,"yes","no","yes","no","no",2,"yes","eclectic"
97,53900,8250,3,1,1,"yes","no","no","no","no",2,"no","eclectic"
341,70000,2970,3,1,3,"yes","no","no","no","no",0,"no","eclectic"
444,79500,4400,4,1,2,"yes","no","no","no","yes",2,"yes","eclectic"
55,38000,3630,3,3,2,"no","yes","no","no","no",0,"no","classic"
15,37000,3600,2,1,1,"yes","no","no","no","no",0,"no","classic"
259,33500,3640,2,1,1,"yes","no","no","no","no",0,"no","classic"
484,51500,4000,2,1,1,"yes","no","no","no","no",0,"yes","eclectic"
503,70000,6720,3,1,1,"yes","no","no","no","no",0,"no","eclectic"
280,52000,5960,3,1,2,"yes","yes","yes","no","no",0,"no","eclectic"
116,85000,3700,4,1,2,"yes","yes","no","no","yes",0,"no","eclectic"
320,83000,5200,3,1,3,"yes","no","no","no","yes",0,"no","eclectic"
278,65500,4000,3,1,2,"yes","no","no","no","no",1,"no","eclectic"
137,46000,4370,3,1,2,"yes","no","no","no","no",0,"no","classic"
238,50000,3600,6,1,2,"yes","no","no","no","no",1,"no","classic"
34,51500,4500,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
543,94000,6000,3,2,4,"yes","no","no","no","yes",0,"no","eclectic"
402,76000,7800,3,1,1,"yes","no","yes","no","yes",2,"yes","eclectic"
421,68000,10240,2,1,1,"yes","no","no","no","yes",2,"yes","eclectic"
299,52900,5450,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
135,65000,3760,3,1,1,"yes","no","no","no","no",2,"no","eclectic"
442,57000,4050,2,1,2,"yes","yes","yes","no","no",0,"yes","eclectic"
257,71000,4410,4,3,2,"yes","no","yes","no","no",2,"no","eclectic"
156,60000,2610,4,3,2,"no","no","no","no","no",0,"no","eclectic"
400,85000,7231,3,1,2,"yes","yes","yes","no","yes",0,"yes","eclectic"
74,34000,2475,3,1,2,"yes","no","no","no","no",0,"no","classic"
236,42500,4352,4,1,2,"no","no","no","no","no",1,"no","classic"
482,95000,5700,3,1,1,"yes","yes","yes","no","yes",2,"yes","eclectic"
461,47600,2145,3,1,2,"yes","no","yes","no","no",0,"yes","classic"
318,82000,5000,3,1,3,"yes","no","no","no","yes",0,"no","eclectic"
276,66000,5680,3,1,2,"yes","yes","no","no","yes",1,"no","eclectic"
196,34400,3635,2,1,1,"no","no","no","no","no",0,"no","classic"
175,50000,3036,3,1,2,"yes","no","yes","no","no",0,"no","classic"
114,75000,4260,4,1,2,"yes","no","yes","no","yes",0,"no","eclectic"
541,85000,6525,3,2,4,"yes","no","no","no","no",1,"no","eclectic"
32,48000,3500,4,1,2,"yes","no","no","no","yes",2,"no","classic"
501,67900,6440,2,1,1,"yes","no","no","no","yes",3,"no","eclectic"
379,84000,7160,3,1,1,"yes","no","yes","no","no",2,"yes","eclectic"
133,49900,4900,3,1,2,"no","no","no","no","no",0,"no","classic"
297,50000,5900,2,1,1,"yes","no","no","no","no",1,"no","classic"
72,51000,3150,3,1,2,"yes","no","yes","no","no",0,"no","eclectic"
358,95000,6420,3,2,3,"yes","no","no","no","yes",0,"yes","eclectic"
539,84000,6500,3,2,3,"yes","no","no","no","yes",0,"no","eclectic"
11,90000,7200,3,2,1,"yes","no","yes","no","yes",3,"no","eclectic"
398,80750,6660,4,2,2,"yes","yes","yes","no","no",1,"yes","eclectic"
154,42000,3600,3,1,2,"no","no","no","no","no",1,"no","classic"
131,35000,4840,2,1,2,"yes","no","no","no","no",0,"no","classic"
194,57500,3460,3,2,1,"yes","no","yes","no","yes",1,"no","eclectic"
112,46500,4500,2,1,1,"no","no","no","no","no",0,"no","classic"
215,62000,3500,4,1,2,"yes","no","no","no","no",2,"no","eclectic"
396,74500,7200,3,1,2,"yes","yes","yes","no","no",1,"yes","eclectic"
51,55000,5300,5,2,2,"yes","no","no","no","no",0,"no","eclectic"
173,38000,2430,3,1,1,"no","no","no","no","no",0,"no","classic"
480,89000,5500,3,1,3,"yes","no","no","no","no",1,"yes","eclectic"
253,53900,6930,4,1,2,"no","no","no","no","no",1,"no","eclectic"
316,78000,6210,4,1,4,"yes","yes","no","no","yes",0,"no","eclectic"
438,60000,3520,3,1,2,"yes","no","no","no","no",0,"yes","eclectic"
30,44900,4500,3,1,2,"yes","no","no","no","yes",0,"no","classic"
314,75000,5500,3,2,1,"yes","no","yes","no","no",0,"no","eclectic"
499,64000,8250,3,1,1,"yes","no","no","no","no",0,"no","eclectic"
295,47500,4040,2,1,1,"yes","no","no","no","no",1,"no","classic"
91,47000,6060,3,1,1,"yes","yes","yes","no","no",0,"no","classic"
436,75000,5300,4,2,1,"yes","no","no","no","yes",0,"yes","eclectic"
356,75000,10269,3,1,1,"yes","no","no","no","no",1,"yes","eclectic"
213,47900,2700,3,1,1,"no","no","no","no","no",0,"no","classic"
152,35500,3000,3,1,2,"no","no","no","no","no",0,"no","classic"
293,45000,3069,2,1,1,"yes","no","no","no","no",1,"no","classic"
9,83800,4800,3,1,1,"yes","yes","yes","no","no",0,"no","eclectic"
478,88500,5500,3,2,1,"yes","yes","yes","no","no",2,"yes","eclectic"
417,1e+05,11175,3,1,1,"yes","no","yes","no","yes",1,"yes","eclectic"
312,69900,4995,4,2,1,"yes","no","yes","no","no",0,"no","eclectic"
49,48000,4960,4,1,3,"no","no","no","no","no",0,"no","classic"
518,96500,6000,4,2,4,"yes","no","no","no","yes",0,"no","eclectic"
70,70000,4095,3,1,2,"no","yes","yes","no","yes",0,"no","eclectic"
108,58500,3680,3,2,2,"yes","no","no","no","no",0,"no","eclectic"
171,52500,3630,2,1,1,"yes","no","yes","no","no",0,"no","eclectic"
110,63500,3750,2,1,1,"yes","yes","yes","no","no",0,"no","eclectic"
335,60000,7000,3,1,1,"yes","no","no","no","no",3,"no","eclectic"
26,42300,3000,2,1,2,"yes","no","no","no","no",0,"no","classic"
28,44000,4960,2,1,1,"yes","no","yes","no","yes",0,"no","classic"
150,50000,4600,4,1,2,"yes","no","no","no","no",0,"no","classic"
192,52500,3630,2,1,1,"yes","no","no","no","yes",0,"no","eclectic"
291,38000,4000,3,1,1,"yes","no","no","no","no",0,"no","classic"
89,35000,3000,2,1,1,"yes","no","no","no","no",1,"no","classic"
415,52000,2850,3,2,2,"no","no","yes","no","no",0,"yes","eclectic"
457,79500,5400,5,1,2,"yes","yes","yes","no","yes",0,"yes","eclectic"
148,62000,4500,3,2,3,"yes","no","no","yes","no",1,"no","eclectic"
354,86000,6800,2,1,1,"yes","yes","yes","no","no",2,"no","eclectic"
7,66000,3880,3,2,2,"yes","no","yes","no","no",2,"no","eclectic"
232,87000,6615,4,2,2,"yes","yes","no","yes","no",1,"no","eclectic"
5,61000,6360,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
211,40500,2640,2,1,1,"no","no","no","no","no",1,"no","classic"
272,63000,4900,2,1,2,"yes","no","yes","no","no",0,"no","eclectic"
497,60000,4500,3,1,1,"yes","no","yes","no","no",0,"no","eclectic"
474,64900,4990,4,2,2,"yes","yes","yes","no","no",0,"yes","eclectic"
476,85000,6254,4,2,1,"yes","no","yes","no","no",1,"yes","eclectic"
190,57250,3460,4,1,2,"yes","no","no","no","yes",0,"no","eclectic"
333,50000,7350,2,1,1,"yes","no","no","no","no",1,"no","classic"
188,47000,3480,4,1,2,"no","no","no","no","no",1,"no","classic"
68,67000,6000,2,1,1,"yes","no","yes","no","yes",1,"no","eclectic"
455,74900,6050,3,1,1,"yes","no","yes","no","no",0,"yes","eclectic"
47,41000,3040,2,1,1,"no","no","no","no","no",0,"no","classic"
24,38000,3934,2,1,1,"yes","no","no","no","no",0,"no","classic"
537,82500,6000,3,2,4,"yes","no","no","no","yes",0,"no","eclectic"
516,53000,3584,2,1,1,"yes","no","no","yes","no",0,"no","eclectic"
169,46000,2684,2,1,1,"yes","no","no","no","yes",1,"no","classic"
289,30000,3360,2,1,1,"yes","no","no","no","no",1,"no","classic"
87,60000,5850,2,1,1,"yes","yes","yes","no","no",2,"no","eclectic"
230,79000,3650,3,2,2,"yes","no","no","no","no",2,"no","eclectic"
434,73000,11410,2,1,2,"yes","no","no","no","no",0,"yes","eclectic"
3,49500,3060,3,1,1,"yes","no","no","no","no",0,"no","classic"
352,68500,7000,3,1,2,"yes","no","yes","no","no",0,"no","eclectic"
270,59000,4632,4,1,2,"yes","no","no","no","yes",0,"no","eclectic"
495,58500,5600,2,1,1,"yes","no","no","no","yes",0,"no","eclectic"
186,54000,3420,2,1,2,"yes","no","no","yes","no",1,"no","eclectic"
66,60000,5500,3,1,2,"yes","no","no","no","yes",0,"no","eclectic"
453,73000,6100,3,1,1,"yes","no","yes","no","yes",0,"yes","eclectic"
209,72000,3540,2,1,1,"no","yes","yes","no","no",0,"no","eclectic"
451,67000,4320,3,1,1,"yes","no","no","no","no",0,"yes","eclectic"
392,94500,10500,3,2,1,"yes","no","yes","no","yes",1,"yes","eclectic"
310,72000,7600,4,1,2,"yes","no","no","no","yes",2,"no","eclectic"
535,82000,5000,3,1,3,"yes","no","no","no","yes",0,"no","eclectic"
43,82000,4640,4,1,2,"yes","no","no","no","no",1,"no","eclectic"
514,66000,5010,3,1,2,"yes","no","yes","no","no",0,"no","eclectic"
167,73500,3410,3,1,2,"no","no","no","no","yes",0,"no","eclectic"
45,38000,2000,2,1,2,"yes","no","no","no","no",0,"no","classic"
308,68100,3420,4,2,2,"yes","no","no","no","no",0,"no","eclectic"
106,43000,4600,2,1,1,"yes","no","no","no","no",0,"no","classic"
228,48000,3185,2,1,1,"yes","no","yes","no","no",2,"no","classic"
432,65000,5320,3,1,2,"yes","yes","yes","no","no",0,"yes","eclectic"
491,50000,12944,3,1,1,"yes","no","no","no","no",0,"no","classic"
371,82000,6360,3,1,1,"yes","yes","yes","no","yes",2,"yes","eclectic"
493,53000,4050,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
85,55500,3780,2,1,2,"yes","yes","yes","no","no",0,"no","eclectic"
348,59500,4046,3,1,2,"yes","no","yes","no","no",1,"no","eclectic"
64,54000,4820,3,1,2,"yes","no","no","no","no",0,"no","eclectic"
268,52500,3600,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
350,64000,4000,3,1,2,"yes","no","no","no","no",2,"no","eclectic"
1,42000,5850,3,1,2,"yes","no","yes","no","no",1,"no","classic"
430,58550,3600,3,1,1,"yes","no","yes","no","yes",0,"yes","eclectic"
533,70000,12900,3,1,1,"yes","no","no","no","no",2,"no","eclectic"
146,44000,4500,2,1,2,"yes","no","no","yes","no",1,"no","classic"
41,66500,3745,3,1,2,"yes","no","yes","no","no",0,"no","eclectic"
226,70800,2800,3,2,2,"no","no","yes","no","yes",1,"no","eclectic"
165,52900,3120,3,1,2,"no","no","yes","yes","no",0,"no","eclectic"
207,60000,2325,3,1,2,"no","no","no","no","no",0,"no","eclectic"
163,25000,2910,3,1,1,"no","no","no","no","no",0,"no","classic"
83,50000,3650,3,1,2,"yes","no","no","no","no",0,"no","classic"
22,65900,4510,4,2,2,"yes","no","yes","no","no",0,"no","eclectic"
125,70000,4120,2,1,1,"yes","no","yes","no","no",1,"no","eclectic"
20,45000,3986,2,2,1,"no","yes","yes","no","no",1,"no","classic"
409,89000,6600,3,2,1,"yes","no","yes","no","yes",0,"yes","eclectic"
205,56000,3290,2,1,1,"yes","no","no","yes","no",1,"no","eclectic"
390,86000,8000,3,1,1,"yes","yes","yes","no","yes",2,"yes","eclectic"
346,49000,3850,3,1,1,"yes","no","no","no","no",0,"no","classic"
266,51000,3640,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
470,56000,2145,4,2,1,"yes","no","yes","no","no",0,"yes","eclectic"
247,38000,3480,2,1,1,"yes","no","no","no","no",1,"no","classic"
203,50000,3480,3,1,1,"no","no","no","no","yes",0,"no","classic"
123,37000,4400,2,1,1,"yes","no","no","no","no",0,"no","classic"
62,48000,4750,2,1,1,"yes","no","no","no","no",0,"no","classic"
512,47500,4775,4,1,2,"yes","no","no","no","no",0,"no","classic"
468,55000,2015,3,1,2,"yes","no","yes","no","no",0,"yes","eclectic"
81,50000,4240,3,1,2,"yes","no","no","no","yes",0,"no","classic"
245,32500,3970,3,1,2,"yes","no","yes","no","no",0,"no","classic"
287,55000,7152,3,1,2,"yes","no","no","no","yes",0,"no","eclectic"
60,30000,2400,3,1,2,"yes","no","no","no","no",0,"no","classic"
407,87000,6600,3,1,1,"yes","yes","yes","no","no",2,"yes","eclectic"
510,64000,4040,3,1,2,"yes","no","no","no","no",1,"no","eclectic"
144,51000,4500,2,1,1,"no","no","no","no","no",0,"no","eclectic"
18,40750,5200,4,1,3,"yes","no","no","no","no",0,"no","classic"
121,61500,4400,2,1,1,"yes","no","no","no","no",1,"no","eclectic"
285,45000,9000,3,1,2,"yes","no","no","no","no",2,"no","classic"
388,85000,7020,3,1,1,"yes","no","yes","no","yes",2,"yes","eclectic"
79,55000,3180,2,2,1,"yes","no","yes","no","no",2,"no","eclectic"
386,78900,6900,3,1,1,"yes","yes","yes","no","no",0,"yes","eclectic"
325,98500,7700,3,2,1,"yes","no","no","no","no",2,"no","eclectic"
184,63900,3510,3,1,2,"yes","no","no","no","no",0,"no","eclectic"
344,80000,5500,3,2,2,"yes","no","no","no","no",1,"no","eclectic"
243,70000,4770,3,1,1,"yes","yes","yes","no","no",0,"no","eclectic"
182,50000,3990,3,1,2,"yes","no","no","no","no",0,"no","classic"
449,58000,4320,3,1,2,"yes","no","no","no","no",2,"yes","eclectic"
58,56000,7260,3,2,1,"yes","yes","yes","no","no",3,"no","eclectic"
304,59500,4080,3,1,2,"yes","no","no","no","no",2,"no","eclectic"
39,82000,5400,4,2,2,"yes","no","no","no","yes",2,"no","eclectic"
102,79000,3300,3,3,2,"yes","no","yes","no","no",0,"no","eclectic"
323,93000,8250,3,2,3,"yes","no","no","no","yes",0,"no","eclectic"
426,66000,2870,2,1,2,"yes","yes","yes","no","no",0,"yes","eclectic"
508,75000,8520,3,1,1,"yes","no","no","no","yes",2,"no","eclectic"
428,50000,3512,2,1,1,"yes","no","no","no","no",1,"yes","classic"
384,74700,7085,3,1,1,"yes","yes","yes","no","no",2,"yes","eclectic"
466,52000,2275,3,1,3,"yes","no","no","yes","yes",0,"yes","eclectic"
365,84900,15600,3,1,1,"yes","no","no","no","yes",2,"no","eclectic"
489,47000,5880,3,1,1,"yes","no","no","no","no",1,"no","classic"
180,42000,3660,4,1,2,"no","no","no","no","no",0,"no","classic"
159,62000,1905,5,1,2,"no","no","yes","no","no",0,"no","eclectic"
222,58000,3000,4,1,3,"yes","no","yes","no","yes",2,"no","eclectic"
264,48900,4040,2,1,1,"yes","no","no","no","no",0,"no","classic"
241,34000,2787,4,2,2,"yes","no","no","no","no",0,"no","classic"
424,62900,2880,3,1,2,"yes","no","no","no","no",0,"yes","eclectic"
283,90000,4100,3,2,3,"yes","no","no","no","yes",2,"no","eclectic"
100,43000,2835,2,1,1,"yes","no","no","no","no",0,"no","classic"
506,71900,4800,2,1,1,"yes","yes","yes","no","no",0,"no","eclectic"
281,54000,5830,2,1,1,"yes","no","no","no","no",2,"no","eclectic"
37,61700,4032,2,1,1,"yes","no","yes","no","no",0,"no","eclectic"
487,42900,8050,2,1,1,"yes","no","no","no","no",0,"no","classic"
98,59900,8250,3,1,1,"yes","no","yes","no","no",3,"no","eclectic"
138,35000,7700,2,1,1,"yes","no","no","no","no",0,"no","classic"
220,64500,3510,3,1,3,"yes","no","no","no","no",0,"no","eclectic"
405,80000,6600,4,2,1,"yes","no","yes","no","no",0,"yes","eclectic"
56,25000,3620,2,1,1,"yes","no","no","no","no",0,"no","classic"
464,49000,1950,3,2,2,"yes","no","yes","no","no",0,"yes","classic"
485,62900,4880,3,1,1,"yes","no","no","no","no",2,"yes","eclectic"
201,53000,3600,3,1,1,"yes","no","no","no","no",1,"no","eclectic"
96,39000,6800,2,1,1,"yes","no","no","no","no",0,"no","classic"
321,83900,5500,3,1,3,"yes","yes","no","no","yes",1,"no","eclectic"
77,45000,1650,3,1,2,"no","no","yes","no","no",0,"no","classic"
262,46200,3640,4,1,2,"yes","no","yes","no","no",0,"no","classic"
218,42000,3150,3,1,2,"no","no","no","no","no",0,"no","classic"
178,69900,3420,4,2,2,"yes","no","yes","no","yes",2,"no","eclectic"
342,73000,3000,3,1,2,"yes","no","yes","no","no",0,"no","eclectic"
445,72500,5720,2,1,2,"yes","no","no","no","yes",0,"yes","eclectic"
75,35000,3210,3,1,2,"yes","no","yes","no","no",0,"no","classic"
422,80000,5136,3,1,2,"yes","yes","yes","no","yes",0,"yes","eclectic"
35,61000,6360,2,1,2,"yes","no","no","no","no",0,"no","eclectic"
302,56000,8080,3,1,1,"yes","no","no","no","yes",2,"no","eclectic"
258,75500,4600,2,2,1,"yes","no","no","no","yes",2,"no","eclectic"
136,90000,6000,4,2,4,"yes","no","no","no","no",1,"no","eclectic"
300,53000,4040,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
199,46500,3930,2,1,1,"no","no","no","no","no",0,"no","classic"
115,75000,6540,4,2,2,"no","no","no","no","yes",0,"no","eclectic"
197,40000,3960,3,1,1,"yes","no","no","no","no",0,"no","classic"
54,95000,4040,3,1,2,"yes","no","yes","yes","no",1,"no","eclectic"
504,70500,5948,3,1,2,"yes","no","no","no","yes",0,"no","eclectic"
359,97000,12090,4,2,2,"yes","no","no","no","no",2,"yes","eclectic"
462,49000,2145,3,1,3,"yes","no","no","no","no",0,"yes","classic"
380,97000,4000,3,2,2,"yes","no","yes","no","yes",0,"yes","eclectic"
14,36000,2880,3,1,1,"no","no","no","no","no",0,"no","classic"
73,32500,1836,2,1,1,"no","no","yes","no","no",0,"no","classic"
33,49000,4000,2,1,1,"yes","no","no","no","no",0,"no","classic"
420,94700,6000,3,1,2,"yes","no","no","yes","no",1,"yes","eclectic"
483,95500,6600,2,2,4,"yes","no","yes","no","no",0,"yes","eclectic"
134,50500,3850,3,1,1,"yes","no","no","no","no",2,"no","eclectic"
502,68500,8100,4,1,4,"yes","no","yes","no","yes",2,"no","eclectic"
12,30500,3000,2,1,1,"no","no","no","no","no",0,"no","classic"
279,57000,3960,3,1,2,"yes","no","no","no","no",0,"no","eclectic"
399,82900,7000,3,1,1,"yes","no","yes","no","no",2,"yes","eclectic"
298,50000,3120,3,1,2,"yes","no","no","no","no",1,"no","classic"
277,70000,6300,3,1,1,"yes","no","no","no","yes",2,"no","eclectic"
319,83000,5828,4,1,4,"yes","yes","no","no","no",0,"no","eclectic"
113,92000,5000,3,1,2,"yes","no","no","no","yes",0,"no","eclectic"
481,89500,6000,4,1,3,"yes","yes","yes","no","no",0,"yes","eclectic"
52,57000,4100,4,1,1,"no","no","yes","no","no",0,"no","eclectic"
155,48000,3750,3,1,1,"yes","no","no","no","no",0,"no","classic"
439,65000,5360,3,1,2,"yes","no","no","no","no",2,"yes","eclectic"
174,46000,4320,3,1,1,"no","no","no","no","no",1,"no","classic"
92,58000,5900,4,2,2,"no","no","yes","no","no",1,"no","eclectic"
216,41000,3630,2,1,1,"yes","no","no","no","no",0,"no","classic"
235,36000,3000,2,1,2,"yes","no","no","no","no",0,"no","classic"
153,37000,3600,2,2,2,"yes","no","yes","no","no",1,"no","classic"
275,65000,3640,3,1,2,"yes","no","no","no","yes",0,"no","eclectic"
542,91500,4800,3,2,4,"yes","yes","no","no","yes",0,"no","eclectic"
296,49000,3185,2,1,1,"yes","no","no","no","no",2,"no","classic"
214,52000,3180,3,1,2,"no","no","yes","no","no",0,"no","eclectic"
397,77000,6710,3,2,2,"yes","yes","yes","no","no",1,"yes","eclectic"
460,47000,2145,3,1,2,"yes","no","yes","no","no",0,"yes","classic"
418,91700,6750,2,1,1,"yes","yes","yes","no","no",2,"yes","eclectic"
10,88500,5500,3,2,4,"yes","yes","no","no","yes",1,"no","eclectic"
50,54800,3350,3,1,2,"yes","no","no","no","no",0,"no","eclectic"
256,64500,3450,3,1,2,"yes","no","yes","no","no",1,"no","eclectic"
90,44000,3090,2,1,1,"yes","yes","yes","no","no",0,"no","classic"
479,88000,5450,4,2,1,"yes","no","yes","no","yes",0,"yes","eclectic"
315,76900,6450,3,2,1,"yes","yes","yes","yes","no",0,"no","eclectic"
31,45000,3500,2,1,1,"no","no","yes","no","no",0,"no","classic"
151,59900,3450,3,1,2,"yes","no","no","no","no",1,"no","eclectic"
71,45000,4095,2,1,1,"yes","no","no","no","no",2,"no","classic"
252,52000,3520,2,2,1,"yes","no","yes","no","no",0,"no","eclectic"
500,65000,8400,4,1,4,"yes","no","no","no","no",3,"no","eclectic"
416,90000,6400,3,1,1,"yes","yes","yes","no","yes",1,"yes","eclectic"
336,61000,7770,2,1,1,"yes","no","no","no","no",1,"no","eclectic"
109,73000,3000,3,2,2,"yes","yes","yes","no","no",0,"no","eclectic"
357,78000,6100,3,1,3,"yes","yes","no","no","yes",0,"yes","eclectic"
8,69000,4160,3,1,3,"yes","no","no","no","no",0,"no","eclectic"
193,42000,3480,3,1,2,"no","no","no","no","no",1,"no","classic"
435,75000,8400,3,1,2,"yes","yes","yes","no","yes",2,"yes","eclectic"
172,32000,1950,3,1,1,"no","no","no","yes","no",0,"no","classic"
273,64000,4510,4,1,2,"yes","no","no","no","yes",2,"no","eclectic"
233,25000,3850,3,1,2,"yes","no","no","no","no",0,"no","classic"
27,43500,3800,2,1,1,"yes","no","no","no","no",0,"no","classic"
29,44500,3000,3,1,1,"no","no","no","no","yes",0,"no","classic"
395,72000,6600,3,1,1,"yes","yes","yes","no","no",0,"yes","eclectic"
477,61500,10360,2,1,1,"yes","no","no","no","no",1,"yes","eclectic"
292,39000,4000,3,1,2,"yes","no","no","no","no",1,"no","classic"
498,62900,4920,3,1,2,"yes","no","no","no","no",1,"no","eclectic"
456,75000,3800,3,1,2,"yes","yes","yes","no","no",1,"yes","eclectic"
191,67000,3630,3,1,2,"yes","no","no","no","no",2,"no","eclectic"
149,80000,4800,5,2,3,"no","no","yes","yes","no",0,"no","eclectic"
212,42000,2700,2,1,1,"no","no","no","no","no",0,"no","classic"
313,70000,3000,3,1,2,"yes","no","yes","no","yes",0,"no","eclectic"
48,43000,3090,3,1,2,"no","no","no","no","no",0,"no","classic"
475,93000,6670,3,1,3,"yes","no","yes","no","no",0,"yes","eclectic"
69,47000,2500,2,1,1,"no","no","no","no","yes",0,"no","classic"
170,48000,3100,3,1,2,"no","no","yes","no","no",0,"no","classic"
517,95000,6000,3,2,3,"yes","yes","no","no","yes",0,"no","eclectic"
67,60000,5040,3,1,2,"yes","no","yes","no","yes",0,"no","eclectic"
538,83000,4800,3,1,3,"yes","no","no","no","yes",0,"no","eclectic"
414,31900,5300,3,1,1,"no","no","no","no","yes",0,"yes","classic"
231,80000,4700,4,1,2,"yes","yes","yes","no","yes",1,"no","eclectic"
393,96000,5020,3,1,4,"yes","no","no","no","yes",0,"yes","eclectic"
334,55000,3850,2,1,1,"yes","no","no","no","no",0,"no","eclectic"
454,73500,7980,3,1,1,"yes","no","no","no","no",1,"yes","eclectic"
496,59000,5985,3,1,1,"yes","no","yes","no","no",0,"no","eclectic"
107,48000,3720,2,1,1,"no","no","no","no","yes",0,"no","classic"
210,92500,3960,3,1,1,"yes","no","yes","no","no",2,"no","eclectic"
168,38000,2800,3,1,1,"yes","no","no","no","no",0,"no","classic"
88,78000,3150,3,2,1,"yes","yes","yes","no","yes",0,"no","eclectic"
147,61000,2175,3,1,2,"no","yes","yes","no","yes",0,"no","eclectic"
6,66000,4160,3,1,1,"yes","yes","yes","no","yes",0,"no","eclectic"
433,69000,6040,3,1,1,"yes","no","no","no","no",2,"yes","eclectic"
