"id","price","speed","hd","ram","screen"
804,3499,66,450,8,17
806,2399,50,340,8,14
808,2544,33,340,8,14
810,1579,25,120,4,14
812,1944,33,107,2,14
814,3094,50,452,16,14
818,1848,33,130,4,14
820,2344,50,214,4,14
822,2495,66,340,8,14
824,2395,50,340,8,15
828,2444,50,214,4,14
830,3348,66,345,16,15
832,2294,33,214,4,14
834,1995,33,212,8,15
836,2059,66,170,4,14
840,2399,50,250,8,15
842,2325,66,250,8,15
850,2144,33,214,4,14
852,2294,25,340,8,14
854,2099,33,120,4,14
858,1539,33,170,4,14
860,2344,25,340,8,14
862,1879,50,170,4,14
864,2390,66,214,4,15
868,2595,66,340,8,14
870,2344,33,340,8,14
872,2094,50,107,2,14
874,2190,33,214,4,15
878,2044,33,214,4,14
880,2125,66,250,8,15
882,3899,66,345,16,17
884,2595,66,340,8,15
886,1999,33,230,4,14
888,3090,66,452,16,14
890,1895,33,214,4,14
894,1395,25,170,4,15
896,2394,50,214,4,14
898,2690,33,452,16,14
900,2190,25,340,8,15
902,2999,66,320,8,15
904,1799,33,120,4,14
906,1899,25,120,4,14
908,1399,25,170,4,14
910,1559,33,170,4,14
916,1990,50,107,2,15
922,1449,25,120,4,14
930,1844,33,107,2,14
932,2595,33,452,16,14
934,1799,33,250,4,14
936,2565,33,340,8,17
938,2799,50,320,8,15
940,1495,33,212,4,14
942,3194,66,452,16,14
946,2190,25,340,8,14
948,2590,50,340,8,14
950,2044,50,107,2,14
952,3595,66,500,8,15
954,2444,66,214,4,14
956,2395,33,340,8,14
958,2594,33,340,8,14
960,3044,33,452,16,14
962,1495,33,212,4,14
966,2794,33,540,16,14
968,2295,50,107,4,14
970,2594,50,426,8,14
972,2194,25,426,8,14
974,2090,33,214,4,14
982,4295,33,1100,16,14
986,2399,50,340,8,14
988,1470,25,214,4,14
990,2394,66,214,4,14
992,1599,50,170,4,14
994,4494,33,1100,16,14
996,2444,33,426,8,14
998,2290,66,214,4,14
1000,1495,33,107,4,14
1002,1644,33,107,2,14
1006,1579,25,120,4,14
1008,2589,66,340,8,17
1010,2565,33,340,8,17
1014,2190,50,214,4,14
1018,1790,33,107,2,15
1020,1695,33,250,4,14
1022,1999,33,230,4,14
1027,1590,33,107,2,15
1029,1999,33,245,8,14
1031,2899,50,240,4,14
1033,2744,25,540,16,14
1035,2594,66,107,4,14
1037,1799,33,170,4,14
1039,3495,50,452,8,14
1041,3099,66,450,16,15
1043,4594,50,1100,16,14
1045,1590,33,107,2,14
1047,2090,33,214,4,15
1049,3025,33,1370,8,14
1051,2590,25,540,16,14
1055,1844,25,214,4,14
1057,1599,25,120,4,14
1059,1295,25,170,4,14
1061,1944,33,214,4,14
1063,1994,33,214,8,14
1065,2390,33,426,8,15
1067,1490,25,107,2,15
1069,2344,50,214,4,14
1071,2544,50,426,8,14
1073,1695,25,214,8,14
1075,2190,50,214,4,15
1077,1544,50,130,4,14
1079,2995,66,424,16,15
1081,1559,33,170,4,14
1085,2144,25,426,8,14
1087,2595,50,340,4,14
1089,2590,66,426,8,15
1091,3495,66,500,16,14
1093,1744,33,107,2,14
1095,2295,50,340,8,15
1097,2595,33,540,16,14
1099,4495,66,1100,16,14
1101,2325,66,250,4,15
1103,1975,33,250,8,14
1105,2299,66,245,8,14
1107,2999,66,320,8,15
1109,2190,33,426,8,15
1115,2299,66,120,4,14
1119,2995,66,540,16,14
1121,2990,50,540,16,15
1123,4694,66,1100,16,14
1125,1495,33,107,2,14
1127,3794,66,452,8,14
1129,2094,66,107,2,14
1131,1395,25,170,4,15
1133,3694,50,452,8,14
1135,2125,66,250,8,15
1137,1944,33,107,2,14
1141,1995,25,426,8,14
1143,2815,50,340,8,17
1145,3999,66,450,8,17
1147,3144,50,540,16,14
1151,3670,66,500,16,14
1153,1729,66,170,4,14
1155,4095,66,500,16,17
1157,2244,25,426,8,14
1159,2595,33,340,8,17
1161,2390,33,426,8,14
1167,1990,66,107,2,14
1173,2590,66,426,8,14
1175,1694,33,107,2,14
1183,1745,33,210,4,14
1185,2395,66,107,4,14
1187,2699,33,345,16,15
1189,1709,33,210,4,15
1191,1395,25,107,4,14
1193,2095,33,426,8,14
1197,2599,50,230,4,14
1199,2490,50,426,8,15
1201,1499,33,170,4,14
1203,2470,50,340,8,15
1205,1499,25,170,4,14
1207,4248,66,345,16,17
1209,2044,33,214,4,14
1211,1644,25,107,2,14
1213,1795,33,212,8,14
1217,2425,33,545,8,14
1221,2895,50,540,16,14
1223,1694,33,107,4,14
1227,2075,33,250,8,15
1229,2799,33,240,4,14
1231,1790,33,107,2,14
1233,1399,33,130,4,14
1235,2044,66,107,2,14
1237,1595,33,212,4,15
1239,2348,33,245,8,14
1241,2394,33,107,4,14
1243,1945,33,340,8,15
1245,1470,25,170,4,14
1247,3595,66,452,8,14
1249,1599,25,170,4,14
1251,1749,33,170,4,14
1253,1944,50,107,2,14
1255,1848,33,130,4,14
1257,3194,66,540,16,14
1259,2744,66,426,8,14
1261,1895,66,107,2,14
1263,2294,33,426,8,14
1265,1890,33,212,4,14
1267,2399,33,340,8,15
1271,1944,33,107,2,14
1273,1699,33,212,4,14
1275,1995,33,214,4,14
1277,2295,33,426,8,14
1280,2795,33,528,16,14
1284,2599,66,340,8,15
1286,1579,50,170,4,14
1290,1990,66,107,2,15
1292,1790,33,107,2,14
1294,2294,50,214,4,14
1296,1944,33,214,4,14
1298,1929,66,210,4,15
1300,2544,50,426,8,14
1302,1974,25,120,4,14
1304,1895,33,212,8,15
1306,2890,33,528,16,14
1308,2194,25,426,8,14
1310,1395,25,170,4,15
1314,2095,33,212,4,17
1316,1859,33,120,4,14
1318,1395,25,107,4,14
1320,1695,33,107,2,14
1326,2299,66,120,4,14
1328,1944,25,214,4,14
1334,1890,33,214,4,15
1336,4095,66,500,16,17
1338,1659,25,120,4,14
1340,3899,66,345,16,17
1342,2744,25,528,16,14
1344,2248,33,245,8,14
1346,2744,33,528,16,14
1348,1695,25,214,4,14
1350,2144,66,107,2,14
1352,1865,25,170,4,17
1354,1549,25,212,4,14
1356,2290,66,214,4,15
1358,1790,25,214,4,14
1360,2144,25,426,8,14
1362,2090,25,426,8,15
1364,3334,66,540,16,15
1366,1449,25,120,4,14
1370,2899,50,240,4,14
1372,1644,33,107,2,14
1376,2694,25,528,16,14
1378,1890,50,107,2,15
1380,2699,66,340,8,15
1386,2439,50,340,8,17
1388,2329,33,340,8,17
1392,1899,33,245,8,14
1394,2244,33,214,4,14
1396,1599,25,120,4,14
1398,2998,66,450,8,15
1400,1995,25,426,8,14
1402,1790,25,214,4,15
1404,3244,66,528,16,14
1406,2694,66,426,8,14
1412,2815,50,340,8,17
1414,999,33,80,2,14
1416,1599,66,130,4,14
1418,2290,66,214,4,14
1422,1744,33,107,2,14
1424,1999,33,170,4,14
1428,1694,33,107,2,14
1430,2195,66,214,4,14
1432,2999,33,450,16,15
1434,1844,33,107,2,14
1436,1994,33,214,4,14
1440,2490,50,426,8,14
1442,1748,33,130,4,14
1444,1590,33,107,2,14
1446,4248,66,345,16,17
1448,2595,33,340,8,17
1450,2834,66,426,8,15
1454,1769,33,170,4,14
1456,1848,66,130,4,14
1458,3595,66,500,16,15
1460,2495,25,528,16,14
1462,1999,33,230,8,15
1464,3890,66,500,16,14
1466,2444,33,426,8,14
1468,2894,33,340,4,14
1470,1995,33,340,8,14
1472,2414,33,120,4,14
1474,2344,66,214,4,14
1476,2494,33,426,8,14
1480,3144,50,528,16,14
1482,3044,50,528,16,14
1484,2390,33,426,8,14
1486,2094,66,107,2,14
1488,2999,66,345,16,15
1490,2095,50,214,4,14
1492,3090,66,528,16,14
1494,1595,33,212,4,15
1500,1890,33,214,4,14
1502,2595,33,528,16,14
1504,2095,33,340,8,15
1506,2544,33,426,8,14
1508,2090,33,214,4,15
1510,2195,33,212,4,17
1512,2190,50,214,4,15
1514,1709,25,120,4,14
1516,2395,50,426,8,14
1518,1644,33,107,2,14
1520,2744,66,426,8,14
1524,1299,25,120,4,14
1526,1844,33,107,2,14
1528,2744,25,528,16,14
1530,2295,33,426,8,14
1537,1649,25,120,4,14
1539,1395,25,107,2,14
1541,1894,25,214,4,14
2,1795,33,85,2,14
4,1849,25,170,8,14
6,3695,66,340,16,14
8,1995,50,85,2,14
12,2605,66,210,8,14
14,2295,25,245,8,14
16,2225,50,130,4,14
18,2325,33,210,4,15
20,4395,66,452,8,14
22,2795,66,130,4,14
24,2875,50,210,4,17
26,1290,33,80,2,14
28,3995,33,452,8,14
32,1995,25,130,4,14
34,2475,50,210,4,15
36,2675,66,210,4,15
40,2425,50,210,8,14
42,3895,66,500,8,15
44,2255,33,210,8,14
50,1995,33,250,4,14
54,2190,33,210,4,14
56,2125,50,130,4,14
58,3075,66,210,4,17
60,1945,50,130,4,14
62,1795,33,170,4,15
64,2220,33,250,4,14
68,1499,25,120,4,14
72,2725,33,210,4,17
74,3044,50,245,8,14
76,2844,33,245,8,14
78,3220,66,340,8,15
80,1629,25,80,8,14
82,2495,33,245,8,14
84,2720,33,250,8,15
88,1795,33,130,4,14
90,3490,50,330,8,14
96,1495,25,170,4,14
98,1920,33,170,4,14
100,1695,33,170,4,14
102,2195,25,245,8,14
106,2995,66,250,8,17
108,1720,25,170,4,14
110,2145,66,170,4,14
114,2895,50,340,16,14
118,2325,66,250,8,14
120,2799,33,230,4,14
124,3220,66,340,8,15
126,2544,33,245,8,14
130,2065,50,170,4,14
132,1799,25,170,4,14
134,2075,50,170,4,14
136,2195,25,245,8,14
138,2395,33,250,4,15
140,2195,50,130,4,14
142,4020,66,500,8,14
144,1975,50,170,4,14
146,2595,66,245,8,14
148,2199,33,212,4,14
150,3895,66,500,8,15
154,2075,33,250,8,14
158,2195,33,170,8,15
160,3399,66,230,4,15
164,2345,50,250,8,14
166,1895,25,130,4,14
168,2599,50,210,4,14
170,1999,33,120,8,14
172,2495,33,250,8,15
174,2744,66,245,8,14
178,2645,33,250,8,17
180,1695,50,85,2,14
182,2815,33,250,4,17
186,2395,33,245,8,14
188,2575,66,250,8,14
190,2999,66,245,16,15
192,2499,50,210,4,14
194,2055,50,170,4,14
196,2055,33,250,8,14
198,1995,33,130,4,14
200,3220,66,340,8,15
202,2785,33,250,8,17
206,2099,66,120,4,14
208,3795,33,452,8,14
210,3895,66,500,8,15
212,3135,66,250,8,17
216,1395,25,85,2,14
218,2095,33,130,4,14
220,1945,33,170,4,14
222,2695,66,250,8,15
224,3895,50,452,8,14
226,2745,66,170,8,14
228,2895,50,340,16,14
232,2720,33,250,8,15
234,2195,33,170,8,15
238,1695,33,170,4,14
242,1895,25,130,4,14
244,2495,50,245,8,14
246,2495,33,250,8,15
248,2699,66,213,8,14
250,2999,66,170,4,14
252,1499,25,170,4,14
257,3035,50,250,8,17
259,1775,33,170,4,14
261,2995,66,340,8,15
263,2535,33,170,8,15
265,1899,50,120,4,14
269,2799,50,245,16,15
273,2595,50,250,8,15
275,2195,33,250,8,15
277,2195,50,170,4,14
279,2405,66,250,8,14
281,2225,33,250,8,14
285,2545,66,250,8,15
287,1399,25,170,4,14
289,2595,25,340,16,14
291,3995,66,452,8,14
293,2495,50,245,8,14
295,2299,50,212,4,14
297,2155,33,250,8,14
299,1899,33,170,4,14
303,1895,33,170,4,14
305,2590,50,245,8,14
307,2955,50,250,8,17
309,2475,50,250,8,15
311,1999,33,213,8,14
313,2895,50,340,16,14
315,2695,66,250,8,14
317,2399,66,120,4,14
319,2335,66,250,8,14
321,2425,66,250,8,15
323,2599,33,245,16,15
325,1690,33,85,2,14
327,2395,33,250,8,14
329,3090,66,340,16,14
331,1999,33,170,4,14
333,2190,33,130,4,14
335,1699,33,120,4,14
337,1795,33,170,4,14
339,2905,66,250,8,17
341,2390,66,130,4,14
343,2995,66,340,8,15
345,2345,33,250,8,15
347,2290,50,130,4,14
349,2515,33,250,8,15
351,2405,50,250,8,14
353,2595,50,250,8,15
355,2075,66,170,4,14
359,3125,66,250,8,17
361,1775,33,170,4,14
363,2155,50,250,8,14
365,2815,66,250,8,15
371,2490,33,245,8,14
375,1890,66,85,2,14
377,2695,33,340,16,14
379,1595,33,85,2,14
381,2125,33,250,8,15
383,2795,33,340,16,14
387,1790,50,85,2,14
389,1395,25,85,2,14
393,1899,50,120,4,14
395,2999,66,170,4,14
397,2449,33,230,4,14
399,1899,33,212,4,14
401,2399,50,320,8,14
403,2490,33,340,8,14
407,2399,66,213,8,14
411,1495,33,170,4,14
413,2090,33,214,4,15
415,3999,66,340,16,17
417,1995,33,250,8,14
421,3090,66,452,16,14
423,1895,25,214,4,14
427,2890,33,452,16,15
429,1690,33,107,2,15
431,2790,33,452,16,14
433,2595,25,452,16,14
435,2049,33,405,4,14
437,2805,33,250,8,17
439,3055,50,250,8,17
441,2605,33,250,8,17
443,1490,25,107,2,14
445,2495,33,340,8,14
449,1499,33,120,4,14
453,2420,33,250,8,15
455,2515,33,250,8,15
457,3105,66,250,8,17
459,2905,66,250,8,17
465,1790,50,107,2,15
467,2995,66,340,8,15
469,2599,50,405,8,14
471,2155,33,250,8,14
477,2035,33,250,8,14
479,2595,50,250,8,15
481,2455,50,250,8,15
483,2249,50,230,4,14
485,2455,66,250,8,14
489,2855,50,250,8,17
491,3990,66,1000,16,14
493,2195,50,214,4,14
495,2690,50,340,8,15
499,2190,33,214,4,14
501,2145,50,170,4,14
503,1990,25,214,4,15
505,3149,66,230,8,14
507,2490,33,340,8,15
509,2690,50,340,8,14
511,3695,66,452,8,14
512,2645,50,250,8,15
514,1890,66,107,2,15
516,2935,50,250,8,17
518,2290,50,214,4,14
520,2025,50,170,4,14
522,2590,33,340,8,14
524,2325,33,250,8,15
530,2575,50,250,8,15
534,2335,66,250,8,14
536,2815,66,250,8,15
538,1899,33,170,4,14
540,2095,33,250,4,14
542,2795,66,250,8,15
544,2698,66,245,8,14
546,2695,66,340,8,14
548,2599,50,450,8,15
552,1295,25,107,2,14
556,1490,33,107,2,14
558,3699,33,345,16,17
560,2245,66,250,4,15
566,2190,33,214,4,14
568,1390,25,107,2,15
570,2290,25,340,8,14
572,2325,66,250,8,15
574,2045,50,250,4,15
578,3090,66,452,16,14
580,2099,33,120,4,14
582,2590,33,340,8,14
588,1599,25,170,4,14
590,2125,66,170,4,15
596,1520,25,80,4,14
598,2899,66,340,8,15
600,1675,25,120,4,14
602,2590,25,452,16,14
604,2590,25,452,16,15
606,1490,33,107,2,15
610,1890,66,107,2,14
612,3609,66,527,4,15
616,3990,66,1000,16,14
620,1499,33,130,4,14
622,2025,66,170,4,14
624,1975,33,250,8,14
628,2395,66,250,4,14
630,2120,33,212,8,14
632,1899,33,212,4,14
640,2595,50,340,8,14
642,2675,33,250,8,17
644,2990,50,452,16,15
646,4098,33,345,16,17
648,2495,66,340,8,14
650,1595,33,170,4,15
652,2399,50,320,8,14
654,2690,50,340,8,14
660,2125,50,250,8,15
664,2190,33,214,4,15
672,2999,66,345,16,15
674,2995,66,340,16,15
676,2590,33,340,8,15
678,1950,33,170,4,14
682,1495,33,170,4,14
684,3720,66,500,8,14
686,2495,33,340,8,14
688,2845,50,540,8,14
690,3045,66,540,8,14
692,2345,50,250,8,15
694,2795,33,452,16,14
696,1749,33,250,4,14
698,1579,25,120,4,14
700,1295,25,80,4,14
702,2099,33,120,4,14
704,3090,66,452,16,15
706,1895,33,214,4,14
708,1845,33,250,4,14
710,2050,50,170,4,14
712,2375,50,250,8,15
714,3299,50,450,8,15
718,3599,33,345,16,17
720,3999,66,450,8,17
722,1890,25,214,4,15
724,2295,66,214,4,14
726,2090,66,107,2,14
728,2744,33,452,16,14
730,1749,33,230,4,14
732,1520,25,170,4,14
736,1890,33,107,2,14
738,1845,33,250,8,15
740,3099,66,450,16,15
742,2144,66,107,2,14
744,1975,33,250,8,14
750,2844,66,340,8,14
754,2694,25,452,16,14
756,1999,33,245,8,14
758,2745,66,250,8,17
760,1999,33,120,4,14
764,3048,33,345,16,15
766,2144,50,107,2,14
769,2015,66,210,4,14
773,3948,33,345,16,17
775,2699,33,345,16,15
779,2795,33,452,16,14
781,2045,33,250,4,15
783,3090,66,452,16,15
785,2348,33,245,8,14
789,1845,66,210,4,14
791,2195,50,214,4,14
793,1829,33,170,4,14
795,1395,25,107,4,14
797,2890,33,452,16,14
799,2944,33,452,16,14
801,2799,33,240,4,14
803,2599,50,230,4,14
805,1509,50,130,4,14
807,2290,50,214,4,14
813,1769,66,170,4,14
817,2744,50,340,8,14
819,1644,25,107,2,14
821,2694,50,340,8,14
825,2590,25,452,16,15
827,1559,50,130,4,14
829,1794,33,107,2,14
831,2999,66,540,8,15
833,2095,33,214,4,14
835,1769,33,210,4,15
837,2990,50,452,16,15
841,3789,66,527,8,15
843,3495,66,500,8,14
845,2644,50,340,8,14
847,1990,33,214,4,14
849,1295,25,170,4,14
851,1499,25,170,4,14
853,3695,66,452,8,14
857,1795,25,214,4,14
859,2090,66,107,2,15
861,2195,33,340,8,14
863,1975,66,250,4,14
865,3720,66,500,8,14
867,1999,66,210,4,15
869,2620,50,340,8,15
871,1990,50,107,2,14
873,1945,33,340,8,15
875,2299,66,120,4,14
877,2175,66,250,8,15
879,2244,66,107,2,14
881,2845,66,250,8,14
889,2094,33,214,4,14
891,2999,66,450,8,15
893,1495,33,107,4,14
897,2590,25,452,16,14
901,3895,66,1370,8,14
905,2794,66,340,8,14
907,2190,33,214,4,14
909,2844,33,452,16,14
911,2995,66,452,16,14
915,1865,33,250,4,14
917,1994,33,107,2,14
919,1948,66,130,4,14
921,2690,66,340,8,14
923,2690,66,340,8,15
925,2145,66,250,4,14
927,1895,33,250,8,15
929,2490,33,340,8,15
931,1049,33,80,2,14
935,1744,33,107,2,14
937,2744,66,340,8,14
939,1994,25,214,4,14
941,2045,33,250,8,15
943,1499,33,130,4,14
947,1745,33,210,4,14
949,1639,66,130,4,14
951,3244,66,452,16,14
955,3144,50,452,16,14
957,1944,25,214,4,14
959,1895,33,212,8,14
963,2799,50,320,8,15
965,2344,33,426,8,14
967,1399,25,170,4,14
969,2195,66,214,4,14
973,3499,66,450,8,17
975,2695,66,340,4,14
977,1695,25,214,4,14
979,1594,25,107,2,14
981,2044,50,107,2,14
983,2795,33,540,16,14
985,2544,33,426,8,14
987,2225,66,250,4,14
989,1575,33,210,4,14
993,1299,33,130,4,14
995,2744,33,540,16,14
997,2090,25,426,8,15
999,2469,50,340,8,17
1001,1994,33,214,4,14
1011,2494,50,107,4,14
1015,1444,25,107,4,14
1017,2395,50,426,8,14
1021,3144,66,540,16,14
1023,2494,33,426,8,14
1026,2399,50,250,8,15
1028,1799,33,120,4,14
1030,3094,50,540,16,14
1032,1879,50,170,4,14
1036,2845,66,340,8,17
1038,2999,66,540,8,15
1040,3295,66,545,8,14
1042,1890,50,107,2,14
1044,1819,50,210,4,15
1048,3395,33,452,8,14
1050,1795,33,214,4,14
1052,2295,66,250,8,15
1054,1945,33,250,4,14
1056,2845,66,250,8,14
1058,1890,33,214,4,14
1060,2844,33,540,16,14
1062,1849,33,170,4,14
1064,2045,33,250,4,15
1066,1995,33,340,8,14
1070,2644,66,426,8,14
1072,1990,66,107,2,15
1074,2195,33,214,8,14
1076,2994,33,540,16,14
1080,2294,50,214,4,14
1082,3789,66,527,8,15
1084,1919,50,170,4,14
1086,2295,33,426,8,14
1088,2648,66,245,8,14
1090,1049,33,80,2,14
1092,1667,33,107,8,14
1094,2244,33,426,8,14
1096,1490,25,107,2,14
