"templateid","timestamp2","indexprice"
3,8.87218,334.941
3,8.89724,335.089
3,8.92231,335.236
3,8.94737,335.381
3,8.97243,335.525
3,8.99749,335.668
3,9.02256,335.809
3,9.04762,335.949
3,9.07268,336.088
3,9.09774,336.225
3,9.12281,336.361
3,9.14787,336.496
3,9.17293,336.629
3,9.19799,336.761
3,9.22306,336.892
3,9.24812,337.022
3,9.27318,337.15
3,9.29825,337.278
3,9.32331,337.404
3,9.34837,337.528
3,9.37343,337.652
3,9.3985,337.775
3,9.42356,337.896
3,9.44862,338.016
3,9.47368,338.135
3,9.49875,338.253
3,9.52381,338.37
3,9.54887,338.485
3,9.57393,338.6
3,9.599,338.713
3,9.62406,338.825
3,9.64912,338.937
3,9.67419,339.047
3,9.69925,339.156
3,9.72431,339.264
3,9.74937,339.371
3,9.77444,339.478
3,9.7995,339.583
3,9.82456,339.687
3,9.84962,339.79
3,9.87469,339.892
3,9.89975,339.993
3,9.92481,340.093
3,9.94987,340.193
3,9.97494,340.291
3,10.0,340.388
1,0.0,0.0
1,0.0250627,0.0
1,0.0501253,0.0
1,0.075188,0.0
1,0.100251,0.0
1,0.125313,0.0
1,0.150376,0.0
1,0.175439,0.0
1,0.200501,0.0
1,0.225564,0.0
1,0.250627,0.0
1,0.275689,0.0
1,0.300752,0.0
1,0.325815,0.0
1,0.350877,0.0
1,0.37594,0.0
1,0.401003,0.0
1,0.426065,0.0
1,0.451128,0.0
1,0.47619,0.0
1,0.501253,0.0
1,0.526316,0.0
1,0.551378,0.0
1,0.576441,0.0
1,0.601504,0.0
1,0.626566,0.0
1,0.651629,0.0
1,0.676692,0.0
1,0.701754,0.0
1,0.726817,0.0
1,0.75188,0.0
1,0.776942,0.0
1,0.802005,0.0
1,0.827068,0.0
1,0.85213,0.0
1,0.877193,0.0
1,0.902256,0.0
1,0.927318,0.0
1,0.952381,0.0
1,0.977444,0.0
1,1.00251,0.0
1,1.02757,3.2608
1,1.05263,7.04178
1,1.07769,10.7817
1,1.10276,14.481
1,1.12782,18.1401
1,1.15288,21.7595
1,1.17794,25.3396
1,1.20301,28.8808
1,1.22807,32.3836
1,1.25313,35.8483
1,1.2782,39.2754
1,1.30326,42.6652
1,1.32832,46.0183
1,1.35338,49.3349
1,1.37845,52.6155
1,1.40351,55.8605
1,1.42857,59.0703
1,1.45363,62.2452
1,1.4787,65.3856
1,1.50376,68.4919
1,1.52882,71.5645
1,1.55388,74.6037
1,1.57895,77.6099
1,1.60401,80.5834
1,1.62907,83.5247
1,1.65414,86.434
1,1.6792,89.3117
1,1.70426,92.1581
1,1.72932,94.9737
1,1.75439,97.7587
1,1.77945,100.513
1,1.80451,103.238
1,1.82957,105.933
1,1.85464,108.599
1,1.8797,111.236
1,1.90476,113.845
1,1.92982,116.425
1,1.95489,118.977
1,1.97995,121.501
1,2.00501,123.998
1,2.03008,126.468
1,2.05514,128.911
1,2.0802,131.327
1,2.10526,133.717
1,2.13033,136.082
1,2.15539,138.42
1,2.18045,140.733
1,2.20551,143.021
1,2.23058,145.284
1,2.25564,147.523
1,2.2807,149.737
1,2.30576,151.928
1,2.33083,154.094
1,2.35589,156.237
1,2.38095,158.357
1,2.40602,160.453
1,2.43108,162.527
1,2.45614,164.578
1,2.4812,166.607
1,2.50627,168.614
1,2.53133,170.6
1,2.55639,172.563
1,2.58145,174.506
1,2.60652,176.427
1,2.63158,178.327
1,2.65664,180.207
1,2.6817,182.066
1,2.70677,183.906
1,2.73183,185.725
1,2.75689,187.524
1,2.78195,189.304
1,2.80702,191.065
1,2.83208,192.806
1,2.85714,194.528
1,2.88221,196.232
1,2.90727,197.918
1,2.93233,199.585
1,2.95739,201.233
1,2.98246,202.864
1,3.00752,204.478
1,3.03258,206.073
1,3.05764,207.652
1,3.08271,209.213
1,3.10777,210.758
1,3.13283,212.285
1,3.15789,213.796
1,3.18296,215.291
1,3.20802,216.769
1,3.23308,218.231
1,3.25815,219.678
1,3.28321,221.108
1,3.30827,222.523
1,3.33333,223.923
1,3.3584,225.308
1,3.38346,226.677
1,3.40852,228.032
1,3.43358,229.372
1,3.45865,230.697
1,3.48371,232.008
1,3.50877,233.305
1,3.53383,234.588
1,3.5589,235.856
1,3.58396,237.111
1,3.60902,238.353
1,3.63409,239.581
1,3.65915,240.795
1,3.68421,241.997
1,3.70927,243.185
1,3.73434,244.36
1,3.7594,245.523
1,3.78446,246.673
1,3.80952,247.81
1,3.83459,248.936
1,3.85965,250.048
1,3.88471,251.149
1,3.90977,252.238
1,3.93484,253.315
1,3.9599,254.381
1,3.98496,255.434
1,4.01003,256.477
1,4.03509,257.508
1,4.06015,258.528
1,4.08521,259.536
1,4.11028,260.534
1,4.13534,261.521
1,4.1604,262.497
1,4.18546,263.463
1,4.21053,264.418
1,4.23559,265.363
1,4.26065,266.298
1,4.28571,267.222
1,4.31078,268.136
1,4.33584,269.041
1,4.3609,269.935
1,4.38596,270.82
1,4.41103,271.695
1,4.43609,272.561
1,4.46115,273.418
1,4.48622,274.265
1,4.51128,275.103
1,4.53634,275.931
1,4.5614,276.751
1,4.58647,277.562
1,4.61153,278.364
1,4.63659,279.157
1,4.66165,279.942
1,4.68672,280.718
1,4.71178,281.486
1,4.73684,282.245
1,4.7619,282.997
1,4.78697,283.74
1,4.81203,284.475
1,4.83709,285.202
1,4.86216,285.921
1,4.88722,286.632
1,4.91228,287.335
1,4.93734,288.031
1,4.96241,288.72
1,4.98747,289.401
1,5.01253,290.074
1,5.03759,290.74
1,5.06266,291.399
1,5.08772,292.051
1,5.11278,292.696
1,5.13784,293.333
1,5.16291,293.964
1,5.18797,294.588
1,5.21303,295.205
1,5.2381,295.816
1,5.26316,296.419
1,5.28822,297.017
1,5.31328,297.608
1,5.33835,298.192
1,5.36341,298.77
1,5.38847,299.342
1,5.41353,299.907
1,5.4386,300.467
1,5.46366,301.02
1,5.48872,301.567
1,5.51378,302.108
1,5.53885,302.644
1,5.56391,303.174
1,5.58897,303.697
1,5.61404,304.216
1,5.6391,304.728
1,5.66416,305.235
1,5.68922,305.737
1,5.71429,306.233
1,5.73935,306.724
1,5.76441,307.209
1,5.78947,307.689
1,5.81454,308.164
1,5.8396,308.634
1,5.86466,309.098
1,5.88972,309.558
1,5.91479,310.012
1,5.93985,310.462
1,5.96491,310.907
1,5.98997,311.347
1,6.01504,311.782
1,6.0401,312.212
1,6.06516,312.638
1,6.09023,313.059
1,6.11529,313.476
1,6.14035,313.888
1,6.16541,314.295
1,6.19048,314.698
1,6.21554,315.097
1,6.2406,315.492
1,6.26566,315.882
1,6.29073,316.268
1,6.31579,316.649
1,6.34085,317.027
1,6.36591,317.4
1,6.39098,317.77
1,6.41604,318.135
1,6.4411,318.496
1,6.46617,318.854
1,6.49123,319.208
1,6.51629,319.557
1,6.54135,319.903
1,6.56642,320.246
1,6.59148,320.584
1,6.61654,320.919
1,6.6416,321.25
1,6.66667,321.578
1,6.69173,321.902
1,6.71679,322.222
1,6.74185,322.539
1,6.76692,322.853
1,6.79198,323.163
1,6.81704,323.47
1,6.84211,323.773
1,6.86717,324.074
1,6.89223,324.37
1,6.91729,324.664
1,6.94236,324.955
1,6.96742,325.242
1,6.99248,325.526
1,7.01754,325.807
1,7.04261,326.086
1,7.06767,326.361
1,7.09273,326.633
1,7.11779,326.902
1,7.14286,327.168
1,7.16792,327.431
1,7.19298,327.692
1,7.21805,327.949
1,7.24311,328.204
1,7.26817,328.456
1,7.29323,328.706
1,7.3183,328.952
1,7.34336,329.196
1,7.36842,329.438
1,7.39348,329.676
1,7.41855,329.912
1,7.44361,330.146
1,7.46867,330.377
1,7.49373,330.605
1,7.5188,330.831
1,7.54386,331.055
1,7.56892,331.276
1,7.59398,331.495
1,7.61905,331.711
1,7.64411,331.925
1,7.66917,332.137
1,7.69424,332.346
1,7.7193,332.553
1,7.74436,332.758
1,7.76942,332.961
1,7.79449,333.161
1,7.81955,333.359
1,7.84461,333.555
1,7.86967,333.749
1,7.89474,333.941
1,7.9198,334.131
1,7.94486,334.319
1,7.96992,334.504
1,7.99499,334.688
1,8.02005,334.87
1,8.04511,335.049
1,8.07018,335.227
1,8.09524,335.403
1,8.1203,335.577
1,8.14536,335.749
1,8.17043,335.919
1,8.19549,336.087
1,8.22055,336.254
1,8.24561,336.418
1,8.27068,336.581
1,8.29574,336.742
1,8.3208,336.902
1,8.34586,337.059
1,8.37093,337.215
1,8.39599,337.369
1,8.42105,337.522
1,8.44612,337.673
1,8.47118,337.822
1,8.49624,337.97
1,8.5213,338.116
1,8.54637,338.26
1,8.57143,338.403
1,8.59649,338.544
1,8.62155,338.684
1,8.64662,338.822
1,8.67168,338.959
1,8.69674,339.094
1,8.7218,339.228
1,8.74687,339.36
1,8.77193,339.491
1,8.79699,339.621
1,8.82206,339.749
1,8.84712,339.876
1,8.87218,340.001
1,8.89724,340.125
1,8.92231,340.248
1,8.94737,340.369
1,8.97243,340.489
1,8.99749,340.607
1,9.02256,340.725
1,9.04762,340.841
1,9.07268,340.956
1,9.09774,341.069
1,9.12281,341.182
1,9.14787,341.293
1,9.17293,341.403
1,9.19799,341.511
1,9.22306,341.619
1,9.24812,341.725
1,9.27318,341.831
1,9.29825,341.935
1,9.32331,342.038
1,9.34837,342.14
1,9.37343,342.24
1,9.3985,342.34
1,9.42356,342.438
1,9.44862,342.536
1,9.47368,342.632
1,9.49875,342.728
1,9.52381,342.822
1,9.54887,342.915
1,9.57393,343.008
1,9.599,343.099
1,9.62406,343.189
1,9.64912,343.279
1,9.67419,343.367
1,9.69925,343.454
1,9.72431,343.541
1,9.74937,343.626
1,9.77444,343.711
1,9.7995,343.795
1,9.82456,343.877
1,9.84962,343.959
1,9.87469,344.04
1,9.89975,344.12
1,9.92481,344.2
1,9.94987,344.278
1,9.97494,344.355
1,10.0,344.432
2,0.0,0.0
2,0.0250627,0.0
2,0.0501253,0.0
2,0.075188,0.0
2,0.100251,0.0
2,0.125313,0.0
2,0.150376,0.0
2,0.175439,0.0
2,0.200501,0.0
2,0.225564,0.0
2,0.250627,0.0
2,0.275689,1.94332
2,0.300752,6.99791
2,0.325815,11.9788
2,0.350877,16.8871
2,0.37594,21.7238
2,0.401003,26.49
2,0.426065,31.1866
2,0.451128,35.8149
2,0.47619,40.3756
2,0.501253,44.8698
2,0.526316,49.2985
2,0.551378,53.6627
2,0.576441,57.9632
2,0.601504,62.201
2,0.626566,66.377
2,0.651629,70.4921
2,0.676692,74.5472
2,0.701754,78.5432
2,0.726817,82.4809
2,0.75188,86.3613
2,0.776942,90.185
2,0.802005,93.953
2,0.827068,97.666
2,0.85213,101.325
2,0.877193,104.931
2,0.902256,108.484
2,0.927318,111.985
2,0.952381,115.435
2,0.977444,118.835
2,1.00251,122.185
2,1.02757,125.486
2,1.05263,128.74
2,1.07769,131.946
2,1.10276,135.105
2,1.12782,138.218
2,1.15288,141.285
2,1.17794,144.308
2,1.20301,147.287
2,1.22807,150.223
2,1.25313,153.115
2,1.2782,155.966
2,1.30326,158.774
2,1.32832,161.542
2,1.35338,164.27
2,1.37845,166.958
2,1.40351,169.606
2,1.42857,172.216
2,1.45363,174.788
2,1.4787,177.323
2,1.50376,179.82
2,1.52882,182.281
2,1.55388,184.707
2,1.57895,187.096
2,1.60401,189.451
2,1.62907,191.772
2,1.65414,194.059
2,1.6792,196.312
2,1.70426,198.533
2,1.72932,200.721
2,1.75439,202.877
2,1.77945,205.002
2,1.80451,207.096
2,1.82957,209.16
2,1.85464,211.193
2,1.8797,213.197
2,1.90476,215.171
2,1.92982,217.117
2,1.95489,219.034
2,1.97995,220.923
2,2.00501,222.785
2,2.03008,224.62
2,2.05514,226.428
2,2.0802,228.209
2,2.10526,229.965
2,2.13033,231.695
2,2.15539,233.399
2,2.18045,235.079
2,2.20551,236.735
2,2.23058,238.366
2,2.25564,239.973
2,2.2807,241.557
2,2.30576,243.118
2,2.33083,244.656
2,2.35589,246.172
2,2.38095,247.666
2,2.40602,249.138
2,2.43108,250.588
2,2.45614,252.017
2,2.4812,253.426
2,2.50627,254.814
2,2.53133,256.181
2,2.55639,257.529
2,2.58145,258.857
2,2.60652,260.166
2,2.63158,261.455
2,2.65664,262.726
2,2.6817,263.978
2,2.70677,265.212
2,2.73183,266.428
2,2.75689,267.627
2,2.78195,268.807
2,2.80702,269.971
2,2.83208,271.118
2,2.85714,272.248
2,2.88221,273.361
2,2.90727,274.458
2,2.93233,275.54
2,2.95739,276.605
2,2.98246,277.655
2,3.00752,278.689
2,3.03258,279.709
2,3.05764,280.714
2,3.08271,281.704
2,3.10777,282.679
2,3.13283,283.641
2,3.15789,284.588
2,3.18296,285.521
2,3.20802,286.441
2,3.23308,287.348
2,3.25815,288.241
2,3.28321,289.121
2,3.30827,289.989
2,3.33333,290.844
2,3.3584,291.686
2,3.38346,292.516
2,3.40852,293.334
2,3.43358,294.14
2,3.45865,294.934
2,3.48371,295.717
2,3.50877,296.488
2,3.53383,297.248
2,3.5589,297.997
2,3.58396,298.735
2,3.60902,299.462
2,3.63409,300.179
2,3.65915,300.885
2,3.68421,301.581
2,3.70927,302.267
2,3.73434,302.943
2,3.7594,303.608
2,3.78446,304.265
2,3.80952,304.911
2,3.83459,305.548
2,3.85965,306.176
2,3.88471,306.795
2,3.90977,307.405
2,3.93484,308.006
2,3.9599,308.598
2,3.98496,309.181
2,4.01003,309.756
2,4.03509,310.323
2,4.06015,310.881
2,4.08521,311.431
2,4.11028,311.973
2,4.13534,312.508
2,4.1604,313.034
2,4.18546,313.553
2,4.21053,314.064
2,4.23559,314.568
2,4.26065,315.064
2,4.28571,315.553
2,4.31078,316.035
2,4.33584,316.51
2,4.3609,316.978
2,4.38596,317.44
2,4.41103,317.894
2,4.43609,318.342
2,4.46115,318.783
2,4.48622,319.218
2,4.51128,319.647
2,4.53634,320.069
2,4.5614,320.486
2,4.58647,320.896
2,4.61153,321.3
2,4.63659,321.698
2,4.66165,322.09
2,4.68672,322.477
2,4.71178,322.858
2,4.73684,323.234
2,4.7619,323.604
2,4.78697,323.968
2,4.81203,324.328
2,4.83709,324.682
2,4.86216,325.031
2,4.88722,325.375
2,4.91228,325.714
2,4.93734,326.047
2,4.96241,326.376
2,4.98747,326.701
2,5.01253,327.02
2,5.03759,327.335
2,5.06266,327.645
2,5.08772,327.951
2,5.11278,328.252
2,5.13784,328.549
2,5.16291,328.842
2,5.18797,329.13
2,5.21303,329.414
2,5.2381,329.694
2,5.26316,329.97
2,5.28822,330.242
2,5.31328,330.51
2,5.33835,330.774
2,5.36341,331.034
2,5.38847,331.29
2,5.41353,331.543
2,5.4386,331.791
2,5.46366,332.037
2,5.48872,332.278
2,5.51378,332.517
2,5.53885,332.751
2,5.56391,332.983
2,5.58897,333.211
2,5.61404,333.435
2,5.6391,333.656
2,5.66416,333.874
2,5.68922,334.089
2,5.71429,334.301
2,5.73935,334.51
2,5.76441,334.715
2,5.78947,334.918
2,5.81454,335.118
2,5.8396,335.315
2,5.86466,335.509
2,5.88972,335.7
2,5.91479,335.888
2,5.93985,336.073
2,5.96491,336.256
2,5.98997,336.436
2,6.01504,336.614
2,6.0401,336.789
2,6.06516,336.961
2,6.09023,337.131
2,6.11529,337.299
2,6.14035,337.464
2,6.16541,337.626
2,6.19048,337.786
2,6.21554,337.944
2,6.2406,338.1
2,6.26566,338.253
2,6.29073,338.404
2,6.31579,338.553
2,6.34085,338.7
2,6.36591,338.844
2,6.39098,338.987
2,6.41604,339.127
2,6.4411,339.265
2,6.46617,339.402
2,6.49123,339.536
2,6.51629,339.668
2,6.54135,339.799
2,6.56642,339.927
2,6.59148,340.054
2,6.61654,340.179
2,6.6416,340.302
2,6.66667,340.423
2,6.69173,340.542
2,6.71679,340.66
2,6.74185,340.776
2,6.76692,340.89
2,6.79198,341.003
2,6.81704,341.114
2,6.84211,341.223
2,6.86717,341.331
2,6.89223,341.437
2,6.91729,341.542
2,6.94236,341.645
2,6.96742,341.747
2,6.99248,341.847
2,7.01754,341.945
2,7.04261,342.043
2,7.06767,342.138
2,7.09273,342.233
2,7.11779,342.326
2,7.14286,342.418
2,7.16792,342.508
2,7.19298,342.597
2,7.21805,342.685
2,7.24311,342.771
2,7.26817,342.856
2,7.29323,342.94
2,7.3183,343.023
2,7.34336,343.104
2,7.36842,343.185
2,7.39348,343.264
2,7.41855,343.342
2,7.44361,343.419
2,7.46867,343.495
2,7.49373,343.569
2,7.5188,343.643
2,7.54386,343.715
2,7.56892,343.787
2,7.59398,343.857
2,7.61905,343.926
2,7.64411,343.995
2,7.66917,344.062
2,7.69424,344.128
2,7.7193,344.194
2,7.74436,344.258
2,7.76942,344.322
2,7.79449,344.384
2,7.81955,344.446
2,7.84461,344.507
2,7.86967,344.567
2,7.89474,344.626
2,7.9198,344.684
2,7.94486,344.741
2,7.96992,344.798
2,7.99499,344.853
2,8.02005,344.908
2,8.04511,344.962
2,8.07018,345.015
2,8.09524,345.068
2,8.1203,345.119
2,8.14536,345.17
2,8.17043,345.221
2,8.19549,345.27
2,8.22055,345.319
2,8.24561,345.367
2,8.27068,345.414
2,8.29574,345.461
2,8.3208,345.507
2,8.34586,345.552
2,8.37093,345.597
2,8.39599,345.641
2,8.42105,345.684
2,8.44612,345.727
2,8.47118,345.769
2,8.49624,345.81
2,8.5213,345.851
2,8.54637,345.892
2,8.57143,345.931
2,8.59649,345.97
2,8.62155,346.009
2,8.64662,346.047
2,8.67168,346.084
2,8.69674,346.121
2,8.7218,346.158
2,8.74687,346.193
2,8.77193,346.229
2,8.79699,346.263
2,8.82206,346.298
2,8.84712,346.331
2,8.87218,346.365
2,8.89724,346.398
2,8.92231,346.43
2,8.94737,346.462
2,8.97243,346.493
2,8.99749,346.524
2,9.02256,346.554
2,9.04762,346.584
2,9.07268,346.614
2,9.09774,346.643
2,9.12281,346.672
2,9.14787,346.7
2,9.17293,346.728
2,9.19799,346.756
2,9.22306,346.783
2,9.24812,346.809
2,9.27318,346.836
2,9.29825,346.862
2,9.32331,346.887
2,9.34837,346.912
2,9.37343,346.937
2,9.3985,346.962
2,9.42356,346.986
2,9.44862,347.009
2,9.47368,347.033
2,9.49875,347.056
2,9.52381,347.079
2,9.54887,347.101
2,9.57393,347.123
2,9.599,347.145
2,9.62406,347.166
2,9.64912,347.187
2,9.67419,347.208
2,9.69925,347.229
2,9.72431,347.249
2,9.74937,347.269
2,9.77444,347.288
2,9.7995,347.308
2,9.82456,347.327
2,9.84962,347.345
2,9.87469,347.364
2,9.89975,347.382
2,9.92481,347.4
2,9.94987,347.418
2,9.97494,347.435
2,10.0,347.452
